,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
No. 1_L_1.5 _200 _02-18-2025/0001.png,-2.7008966773970275,3.1488899123167804,-0.4281784236388812,3.587812536790209,-1.2632287496385448,3.390463049767241,-2.157944454402362,0.839155715667582,-1.0628307448508936,-2.0452110549014924,-1.9042363564217488,-0.7237765275025034,-1.2017374261405651,-0.1822148182111709,-1.657211173282346,0.5287426933327719,-0.2480747732522354,-0.0992563868057484,-0.0442121958708996,-0.3265200203646439
