,0,1,2,3,4,5,6,7,8,9,cluster
No. 1_L_1.5 _200 _02-18-2025/1124.png,15.168304736103131,2.360451296357072,-5.267554844943343,-3.3856790267084285,-1.4736928984776805,0.7240178538268234,-4.428311098211223,0.7619264911861316,-1.010489346721149,-1.3104747576339832,10
No. 1_L_1.5 _200 _02-18-2025/1125.png,15.177402117158037,2.3833423021564872,-5.357322682263019,-3.186436996157779,-1.4645714788851434,0.533714398841691,-4.397249105958009,0.917011686545158,-1.0456805946454018,-1.2508349982774,10
No. 1_L_1.5 _200 _02-18-2025/1126.png,15.244875376460184,2.352889618872629,-5.052611962617633,-3.273093404020818,-1.379175772987396,0.5629930763820017,-4.556744990906289,0.8216557683851446,-1.1467678988821233,-1.2374718686028867,10
No. 1_L_1.5 _200 _02-18-2025/1127.png,15.191830331974169,2.3457172737095533,-5.221591198035249,-3.37784942656534,-1.33430296181311,0.7995069323033137,-4.497062299246524,0.9340544315631858,-1.0070980299032923,-1.3936373698902356,10
No. 1_L_1.5 _200 _02-18-2025/1128.png,15.161410334755685,2.3628941679312394,-5.285244551792341,-3.30666299799473,-1.2265863754157689,0.6310393339878146,-4.60702059341668,1.0199639907008988,-0.9766923732971364,-1.3010054207501542,10
No. 1_L_1.5 _200 _02-18-2025/1129.png,15.18739703513748,2.3923882141329216,-5.358964064212861,-3.328952056343124,-1.4321482461948678,0.5212736880185407,-4.617476527940209,0.9643931203247496,-0.9844195564479784,-1.086312952177678,10
No. 1_L_1.5 _200 _02-18-2025/1130.png,15.20696826286635,2.387916458334722,-5.236476351328947,-3.300828652607179,-1.4308767512084204,0.5124687587935712,-4.579454154087379,0.9704001196693524,-1.043967866742267,-1.2144156425323498,10
No. 1_L_1.5 _200 _02-18-2025/1131.png,15.163329447253904,2.380476969652584,-5.219366691591378,-3.368455305020845,-1.2890593576561944,0.6715861398378085,-4.660889123221082,0.9976180435265568,-0.9650772332148124,-1.3375763259172802,10
No. 1_L_1.5 _200 _02-18-2025/1132.png,15.19035451462387,2.371173934819357,-5.214736526534465,-3.375957963595608,-1.4896477049087382,0.5319155785732983,-4.538009509948228,0.9223418326801384,-1.0442479359817782,-1.337071106735832,10
No. 1_L_1.5 _200 _02-18-2025/1133.png,15.160271035383516,2.3870484105447183,-5.3472536763872185,-3.280252853218426,-1.4597495210114175,0.8020254502793724,-4.58257141621918,1.0511731591020943,-1.0141411005529395,-1.4029766908465815,10
No. 1_L_1.5 _200 _02-18-2025/1134.png,15.144464580027517,2.371252466233866,-5.3208907445958005,-3.385042032005765,-1.37461500907318,0.6427880717920562,-4.49533603229724,0.8503907965049491,-0.9153023838640656,-1.3257989491427102,10
No. 1_L_1.5 _200 _02-18-2025/1135.png,15.180538815522088,2.364816350704757,-5.38076369369219,-3.218100465730585,-1.4062742009915556,0.7687896396530629,-4.616560423843902,1.0400422108525111,-0.9434594023408638,-1.3573199695092335,10
No. 1_L_1.5 _200 _02-18-2025/1136.png,15.149833534179088,2.3549480167052312,-5.444502002129791,-3.3486518722413243,-1.2102836597171225,0.6039135983174315,-4.654487006763807,1.036733164417563,-0.9105166890056298,-1.2420121111305409,10
No. 1_L_1.5 _200 _02-18-2025/1137.png,15.200342511602203,2.3696411739352463,-5.403249817083674,-3.2735729005502825,-1.327936933035649,0.706243053967679,-4.480320427556647,0.9419922835455284,-1.0040104575973148,-1.254618138271627,10
No. 1_L_1.5 _200 _02-18-2025/1138.png,15.209866975469344,2.401301525790956,-5.34471378730325,-3.2138587448329257,-1.4484063400404192,0.663767244661357,-4.515056617434736,1.002050211862536,-1.017567904721266,-1.1945880888951403,10
No. 1_L_1.5 _200 _02-18-2025/1139.png,15.163916001268536,2.3686840399819697,-5.398758160224069,-3.2561869102272296,-1.447709490160145,0.6637764151356267,-4.500812008590037,0.9420441442194843,-0.9986619894940084,-1.356101562876499,10
No. 1_L_1.5 _200 _02-18-2025/1140.png,15.141390219968518,2.3579351323064355,-5.280446814175916,-3.338884350195219,-1.4293506602870387,0.7109310644143152,-4.484164823463585,0.9864070968400124,-0.9132489762603612,-1.3595798610140657,10
No. 1_L_1.5 _200 _02-18-2025/1141.png,15.1347693666178,2.3909885595534366,-5.350021177852043,-3.230909963234377,-1.3919838925682315,0.7127207217094886,-4.529955145467094,0.946035807948431,-1.0056969167692418,-1.4033381708514618,10
No. 1_L_1.5 _200 _02-18-2025/1142.png,15.170642595421146,2.36774818005674,-5.250699529709592,-3.3546737324491995,-1.266528746314603,0.6942282029473024,-4.613716059271576,0.8853294001687066,-0.9897475213430924,-1.3020312175339688,10
No. 1_L_1.5 _200 _02-18-2025/1143.png,15.146573407497328,2.370720549981065,-5.349303526963521,-3.3611065539282894,-1.3610498920149825,0.749626594128288,-4.62406151539842,1.0031298457382958,-0.9337215206409516,-1.3457993794938632,10
No. 1_L_1.5 _200 _02-18-2025/1144.png,15.18654474500245,2.373510772227455,-5.223771660854752,-3.279532031388953,-1.4489205194582624,0.5278437162880625,-4.641463429995868,0.9436819886354088,-1.0181530508702974,-1.255007476861494,10
No. 1_L_1.5 _200 _02-18-2025/1145.png,15.192153246046718,2.3468119387335467,-5.204247779082331,-3.1356735695827926,-1.4171409995209556,0.7459430627065355,-4.408220006392666,0.82639972629969,-0.9407274596390782,-1.3212526127646291,10
No. 1_L_1.5 _200 _02-18-2025/1146.png,15.191672419190557,2.3922945984763957,-5.316293047911143,-3.26136392508552,-1.2948222671387333,0.6211479982697128,-4.67066410316564,0.906618951216834,-1.0896849682082763,-1.1918288308887257,10
No. 1_L_1.5 _200 _02-18-2025/1147.png,15.098416655507975,2.37158520879097,-5.345693184181681,-3.4244789868441123,-1.246998379278116,0.6226380119565542,-4.695750673941085,0.8424924334029411,-0.9141749688599272,-1.3654200611783125,10
No. 1_L_1.5 _200 _02-18-2025/1148.png,15.139190731592308,2.403858032425278,-5.503592187896039,-3.098012996154737,-1.3751006773312913,0.7252522935778636,-4.629115901213195,0.9662665564102424,-0.9338648472510532,-1.4630247650523742,10
No. 1_L_1.5 _200 _02-18-2025/1149.png,15.149908218114144,2.368952554824421,-5.2418727804881655,-3.4756793333361515,-1.334354966108406,0.6760788763827073,-4.621041507946105,0.8620043739344458,-0.9400075685948333,-1.2861908217419542,10
No. 1_L_1.5 _200 _02-18-2025/1150.png,15.14170574897891,2.3857885130642416,-5.38041220249982,-3.365622434248868,-1.1954471199470822,0.4978603279976461,-4.666414632711531,1.005242214813049,-0.8854027421901418,-1.3924292428976308,10
No. 1_L_1.5 _200 _02-18-2025/1151.png,15.147219030998125,2.359165875952499,-5.30906356713853,-3.4552142340574057,-1.2202589381413915,0.722576462582361,-4.604738546359785,1.0188196283645157,-0.9084260738664668,-1.3698628302832505,10
No. 1_L_1.5 _200 _02-18-2025/1152.png,15.18151329922593,2.3544659671232075,-5.282532316756795,-3.298799629999056,-1.3218502229432725,0.8153079429881034,-4.549364245020604,0.8202187442568798,-1.0327463819119849,-1.3618436175029696,10
No. 1_L_1.5 _200 _02-18-2025/1153.png,15.158691591373522,2.358176195894069,-5.27218663959633,-3.288564014902999,-1.316091346622447,0.7389317018304329,-4.486640290058855,0.8845675444117349,-0.9558516052726144,-1.240268967176735,10
No. 1_L_1.5 _200 _02-18-2025/1154.png,15.244068897069829,2.366148229854192,-5.235190626418609,-3.144704452998558,-1.50239955930686,0.5975512532536218,-4.43184335637801,0.7811956987595225,-1.076889164838408,-1.159085863051989,10
No. 1_L_1.5 _200 _02-18-2025/1155.png,15.133134615480603,2.414227926613881,-5.440241080818861,-3.241746847348544,-1.3811501033023044,0.6956224960691806,-4.540593796662492,0.8624498607051132,-0.9955309574905364,-1.3698104475180088,10
No. 1_L_1.5 _200 _02-18-2025/1156.png,15.189870903574109,2.3585137357795087,-5.166656052520379,-3.426351094310349,-1.372785965371163,0.7905683563146804,-4.431008602882098,0.8652250798200134,-1.021955870319147,-1.3997361841028657,10
No. 1_L_1.5 _200 _02-18-2025/1157.png,15.263373834931423,2.387853917585496,-5.20380638024751,-3.1074505833998325,-1.351136073562433,0.6887499796349967,-4.515196026280911,0.8572008309429,-1.1207512736194698,-1.240623378243631,10
No. 1_L_1.5 _200 _02-18-2025/1158.png,15.19806542409436,2.368015952468742,-5.302901367963808,-3.3220588622601,-1.3186751825299208,0.5352703312392171,-4.442815487842822,0.8464597938235707,-1.0774032857151774,-1.2165044033006454,10
No. 1_L_1.5 _200 _02-18-2025/1159.png,15.23164161475198,2.3926349339738646,-5.372062061788635,-3.2462901517580667,-1.2948957901613998,0.7078389610432474,-4.457356395295259,0.9278573977360328,-1.1898566540881548,-1.2206810641771948,10
No. 1_L_1.5 _200 _02-18-2025/1160.png,15.140176383157195,2.3936874419214007,-5.513011353039124,-3.205920076133008,-1.518769681517349,0.943279065100044,-4.534242090929132,0.9785128336282164,-1.0683517541007947,-1.3665978697649062,10
No. 1_L_1.5 _200 _02-18-2025/1161.png,15.12011182994117,2.394419851745642,-5.296059928228438,-3.48446952973061,-1.452948425442834,0.7077060999830103,-4.536122451691531,0.8503696292556873,-1.0228684146162408,-1.4397330307461031,10
No. 1_L_1.5 _200 _02-18-2025/1162.png,15.241994239566525,2.3745726397667024,-5.1107785114115405,-3.317176364834871,-1.4542521641216108,0.753047574365957,-4.461028486360908,0.7642143695193502,-1.0807017850227412,-1.2621626133236348,10
No. 1_L_1.5 _200 _02-18-2025/1163.png,15.17658609596679,2.3961693473898773,-5.382647801699743,-3.275565498984333,-1.4609897587374947,0.8378321957963948,-4.575809882636749,0.8494637707406172,-1.0467876593077898,-1.2850962585141494,10
No. 1_L_1.5 _200 _02-18-2025/1164.png,15.197187591078,2.413492969370342,-5.176814576066724,-3.2883492715460383,-1.6983134870217151,0.649796488764264,-4.50981133218494,0.8641437270166685,-1.1845381297759945,-1.3685484784655766,10
No. 1_L_1.5 _200 _02-18-2025/1165.png,15.227524588780684,2.3828458607574348,-5.283243660050709,-3.2143095408814597,-1.47343259394665,0.7338455011515386,-4.457711782565916,0.7218250037754723,-1.166874016570415,-1.1796051275099144,10
No. 1_L_1.5 _200 _02-18-2025/1166.png,15.114680058677653,2.372087104849985,-5.220035692378568,-3.367806627517451,-1.3622651599927362,0.7294808755588669,-4.528782096352643,0.8234378344174003,-0.9444313843212824,-1.4719133563404616,10
No. 1_L_1.5 _200 _02-18-2025/1167.png,15.203450933137514,2.398133131124052,-5.263110983631852,-3.2289491596909627,-1.449623397268895,0.7507202532469135,-4.5210879951438,0.9088300805174194,-1.0791250934289085,-1.3234834805034348,10
No. 1_L_1.5 _200 _02-18-2025/1168.png,15.198442757094238,2.4124736715095416,-5.325046635048451,-3.1468802919152465,-1.6254977089438176,0.7696652806986002,-4.463808851255266,0.8657782694167375,-1.0088323490278572,-1.2448551055421628,10
No. 1_L_1.5 _200 _02-18-2025/1169.png,15.1651501292915,2.376375721547891,-5.3958409881501215,-3.3151974722961355,-1.4257362262898887,0.6748746447377592,-4.465713058502379,0.8305652306272142,-1.1618315561240256,-1.3515213827690948,10
No. 1_L_1.5 _200 _02-18-2025/1170.png,15.220099861351631,2.3885727850157217,-5.238514412232763,-3.320286546142532,-1.5318836678538963,0.832012630346469,-4.544181330833208,0.9839339169675824,-1.0029942694057314,-1.3010840465538018,10
No. 1_L_1.5 _200 _02-18-2025/1171.png,15.21558227928649,2.387414534683934,-5.294736791869062,-3.2216523250378715,-1.4664438406362388,0.7285980967371417,-4.578712570002212,0.939592735029632,-1.092724353508454,-1.0779723288781835,10
No. 1_L_1.5 _200 _02-18-2025/1172.png,15.15370342710657,2.3799158982151383,-5.285768168344079,-3.3246146128705667,-1.3627774336015124,0.7178937066508775,-4.59839662175143,0.9983945198611694,-1.049550274381698,-1.3219300060684795,10
No. 1_L_1.5 _200 _02-18-2025/1173.png,15.221405995201842,2.379294561438636,-5.298366885200517,-3.2259980591263857,-1.4885424420573203,0.7345625365490926,-4.479919736881616,0.8163341258783854,-1.0897496986359128,-1.241242142946997,10
No. 1_L_1.5 _200 _02-18-2025/1174.png,15.133215580050097,2.39106040735674,-5.415109499040664,-3.2702769056325365,-1.3017741489365369,0.7195280491057119,-4.634499286613966,0.9171535461334654,-1.046022573055799,-1.2157048358998872,10
No. 1_L_1.5 _200 _02-18-2025/1175.png,15.129893494339612,2.441375035475822,-5.511846875378881,-3.239668462323142,-1.4386239123819085,0.5766960536465646,-4.585865626431138,0.8348406273491529,-1.0045784657879209,-1.2685316777262354,10
No. 1_L_1.5 _200 _02-18-2025/1176.png,15.264145869576144,2.367300228018289,-5.2265952140016925,-3.23422228680988,-1.5096019403709589,0.8338123383988494,-4.298069036128313,0.7348342313561398,-1.122602315998255,-1.1941557041566215,10
No. 1_L_1.5 _200 _02-18-2025/1177.png,15.14641201687991,2.3366702634581245,-5.330771513535982,-3.2062292315711978,-1.306531305738357,0.7280905561090041,-4.363421543650224,0.8997499993798899,-0.9775686311155038,-1.2358484191311423,10
No. 1_L_1.5 _200 _02-18-2025/1178.png,15.191439763644514,2.347290815909581,-5.346663657374704,-3.199399890980732,-1.422522178788105,0.737352553294091,-4.265436050713866,0.8940332498112236,-0.9337632321587936,-1.3068350903644468,10
No. 1_L_1.5 _200 _02-18-2025/1179.png,15.191726019248923,2.410191883735161,-5.201086844836097,-3.198300652208131,-1.5347760387335567,0.7235790664183916,-4.5156639849905655,0.9645917983451264,-1.009540907741057,-1.287425676068554,10
No. 1_L_1.5 _200 _02-18-2025/1180.png,15.14785463738778,2.3816494797577192,-5.370237474700318,-3.2038541233107725,-1.311445994433169,0.7445741330780171,-4.694787979425984,1.0348959618788678,-1.0096264094778051,-1.3418506993673347,10
No. 1_L_1.5 _200 _02-18-2025/1181.png,15.238098016617345,2.3698519387967067,-5.33519126667875,-3.213869786714461,-1.3401651747303305,0.7728173168553774,-4.561453966713952,0.7596929908613861,-1.074313906890518,-1.1751703735974293,10
No. 1_L_1.5 _200 _02-18-2025/1182.png,15.176500217344415,2.3632442572666488,-5.330844841710357,-3.1707106953617274,-1.341287811899412,0.8052091363688465,-4.6356594227851,1.0046890758325295,-0.9927833662502256,-1.2427393205801545,10
No. 1_L_1.5 _200 _02-18-2025/1183.png,15.18405768729587,2.3707519487388407,-5.328561153573114,-3.1740701074862936,-1.2974276696240157,0.7867552884856073,-4.603160899971156,1.040209104956905,-1.0117516413608316,-1.3102778346996524,10
No. 1_L_1.5 _200 _02-18-2025/1184.png,15.234889816741743,2.397048243217455,-5.374209773070672,-3.131472538279275,-1.438108842178786,0.6413818305770453,-4.464884058955688,0.9015137192727876,-1.041788192161967,-1.219603221891315,10
No. 1_L_1.5 _200 _02-18-2025/1185.png,15.199661500957244,2.4161627679608007,-5.4837153460492,-3.127348421827604,-1.3407389915306718,0.7335812503445602,-4.549410317507704,1.0576950046936977,-1.0431409783550962,-1.2879791183058946,10
No. 1_L_1.5 _200 _02-18-2025/1186.png,15.18976092437212,2.383892250646868,-5.409697332774335,-3.280182548514538,-1.415380747287557,0.9210092300952556,-4.550737883113163,0.8901032257356514,-1.1169753148923418,-1.302529903854375,10
No. 1_L_1.5 _200 _02-18-2025/1187.png,15.191510164094732,2.3867519286619654,-5.31617370176246,-3.2199189002417614,-1.3325089994284482,0.7677495574963977,-4.456271844499074,0.8311565040556763,-0.9840378110609604,-1.2093309696858134,10
No. 1_L_1.5 _200 _02-18-2025/1188.png,15.198105879374976,2.403876683348816,-5.386454987699998,-3.3191037865576942,-1.3820056743424205,0.575032185744778,-4.611552893437393,0.9674744292915944,-1.1441075019629594,-1.1059925378827766,10
No. 1_L_1.5 _200 _02-18-2025/1189.png,15.206208824159871,2.362629826234244,-5.313369800384495,-3.1909289842494046,-1.307991774707831,0.7105024728304068,-4.523269133427238,0.8317803369664896,-1.1018679019565638,-1.166734441653862,10
No. 1_L_1.5 _200 _02-18-2025/1190.png,15.25758645916326,2.357541232458175,-5.328085297753322,-2.998793958892617,-1.5138426588482004,0.8519237060857927,-4.373427798914358,0.9121840677462628,-1.0311784493258418,-1.2759883773484382,10
No. 1_L_1.5 _200 _02-18-2025/1191.png,15.182007893884084,2.37693864802063,-5.387496225941433,-3.1535803255792616,-1.3876609814194438,0.7384004556999031,-4.5414308812828335,0.8773863070581873,-1.0504893845534886,-1.2862251720769755,10
No. 1_L_1.5 _200 _02-18-2025/1192.png,15.255506393947664,2.391431796143914,-5.251711777184022,-3.2529357852767364,-1.3378885341417668,0.7925248135839063,-4.748064533770366,0.720619258698382,-1.2092872634894956,-1.105636831999282,10
No. 1_L_1.5 _200 _02-18-2025/1193.png,15.228811883067088,2.4063858178370285,-5.194065871357067,-3.3147134748030727,-1.4798025466268454,0.6560643063439073,-4.507469387097212,0.912487903854271,-1.1287067989226764,-1.179356958771007,10
No. 1_L_1.5 _200 _02-18-2025/1194.png,15.194910769110258,2.375833816735632,-5.152435295923254,-3.2850347495548697,-1.5950065770428976,0.7595328777594208,-4.479282548277702,0.772200906850455,-1.102632153779558,-1.3130562333534634,10
No. 1_L_1.5 _200 _02-18-2025/1195.png,15.256241493133004,2.356496728954552,-5.077687459017622,-3.320758567874668,-1.416196404707521,0.8207885864324327,-4.536851094095706,0.7637519686124685,-1.1477307719116183,-1.2717120466953902,10
No. 1_L_1.5 _200 _02-18-2025/1196.png,15.270312721270336,2.3421862925033707,-5.001603451720908,-3.421555728683944,-1.449497894578971,0.7691781106957096,-4.406744197863128,0.603238699710503,-1.2466369082923208,-1.2243185010786022,10
No. 1_L_1.5 _200 _02-18-2025/1197.png,15.187739226172102,2.373459297599036,-5.343046403615424,-3.246447738614094,-1.4920777836728254,0.8655900073612592,-4.462314342893611,0.7857542426446669,-1.114574243864712,-1.327222925605709,10
No. 1_L_1.5 _200 _02-18-2025/1198.png,15.204013106355095,2.377867114225236,-5.278155576277722,-3.228009611555762,-1.5301660042914689,0.7494051202325887,-4.389982571630293,0.7506851583146057,-1.0485329314803928,-1.2550486652495352,10
No. 1_L_1.5 _200 _02-18-2025/1199.png,15.159953104189483,2.367445886733943,-5.3931679640131165,-3.333938950431923,-1.330662444331355,0.9070903328169512,-4.6081679188352656,1.0085897055271298,-0.916048102172904,-1.388691939576071,10
No. 1_L_1.5 _200 _02-18-2025/1200.png,15.255758734866305,2.360030799674396,-5.023389787406091,-3.3099946366594626,-1.470859743400264,0.7619486049753252,-4.520203861589049,0.6785016443450269,-1.171737644163193,-1.2778443679004732,10
No. 1_L_1.5 _200 _02-18-2025/1201.png,15.200464020365551,2.3898679673556025,-5.324517316482964,-3.2400689267593976,-1.522658150750373,0.734840121300155,-4.640975637823123,0.9661627165327672,-0.8859651111414222,-1.2980007766466888,10
No. 1_L_1.5 _200 _02-18-2025/1202.png,15.190213512748546,2.410110858130425,-5.301010073301797,-3.2748262364690004,-1.4246496648802005,0.6956787086725882,-4.6450245829989765,0.9161384522537216,-0.9847289393732636,-1.245769650399691,10
No. 1_L_1.5 _200 _02-18-2025/1203.png,15.21062644829606,2.358666653514808,-5.119237906761641,-3.3265667985606395,-1.584887099362045,0.8352673391333401,-4.531779819349724,0.8059755474768382,-1.0194591643179522,-1.3554613346543842,10
No. 1_L_1.5 _200 _02-18-2025/1204.png,15.203208808235695,2.357179068353684,-5.106768141014141,-3.393450054757637,-1.4720544761168002,0.7168453301003694,-4.6471349805039335,0.6777886896021448,-1.1473504175600622,-1.4726501241297802,10
No. 1_L_1.5 _200 _02-18-2025/1205.png,15.237828033372104,2.3994207167638653,-5.274089998841642,-3.2363137190934084,-1.495720058170682,0.6718386999769352,-4.631524495952673,0.8135507618920501,-1.1602932620377575,-1.1510405329559623,10
No. 1_L_1.5 _200 _02-18-2025/1206.png,15.22909528416206,2.370948175310673,-5.3737314552087145,-3.1066869418111103,-1.477182519286397,0.7014213306841794,-4.487486907157212,0.7535927516514969,-1.1070497543717484,-1.1536079925340557,10
No. 1_L_1.5 _200 _02-18-2025/1207.png,15.20393439871608,2.37920207444906,-5.441138837887433,-3.2251394911924214,-1.3920316538973303,0.9287519520842782,-4.454160175514609,0.8030190684451233,-1.0362592249626863,-1.357382337307902,10
No. 1_L_1.5 _200 _02-18-2025/1208.png,15.229610451927744,2.4120597650726907,-5.378812727541441,-2.98734647424792,-1.4345859972158603,0.723234746524458,-4.691016854115752,0.9963637044105385,-1.0964527978925032,-1.187404152108478,10
No. 1_L_1.5 _200 _02-18-2025/1209.png,15.250976720257842,2.3622843260794184,-5.119969785226955,-3.174804406093326,-1.472101514623744,1.029321446303947,-4.468966449851685,0.7617620741160431,-1.1138127443454524,-1.3501215580474843,10
No. 1_L_1.5 _200 _02-18-2025/1210.png,15.159322459503745,2.371836026375574,-5.273389504892792,-3.264246562108632,-1.3467896317650832,0.8199507500617642,-4.555982652810181,0.8368559713463801,-1.063463502448599,-1.352448469411028,10
No. 1_L_1.5 _200 _02-18-2025/1211.png,15.233704911386855,2.391470381322113,-5.302529256011578,-3.392501688325326,-1.4495657060113452,0.789984774806312,-4.615061622353819,0.7206129038940245,-1.124247184274455,-1.2233161605480305,10
No. 1_L_1.5 _200 _02-18-2025/1212.png,15.215015963370082,2.387923013982679,-5.2806223662508325,-3.2394502272641787,-1.439223669489876,0.8394809879106404,-4.583316894336548,0.8995390287466476,-0.9278591127874394,-1.353446099491997,10
No. 1_L_1.5 _200 _02-18-2025/1213.png,15.23869956737878,2.380239222133982,-5.332954441852054,-3.161014394975134,-1.3414024470361945,0.7729040164981065,-4.400013061054203,0.916783009895128,-1.0677549040017291,-1.2409386610780315,10
No. 1_L_1.5 _200 _02-18-2025/1214.png,15.218875024249355,2.386249749776965,-5.256610618721626,-3.340280178782956,-1.476434081905894,0.7634349032301149,-4.405153872123487,0.9171683119852192,-0.9849028584825036,-1.3187110875241,10
No. 1_L_1.5 _200 _02-18-2025/1215.png,15.218055926053964,2.39655648964985,-5.301894011173158,-3.1992071295540137,-1.4514982534680776,0.8940474871319104,-4.708633777268686,0.9711821398160394,-1.0678751644879316,-1.2701515302969673,10
No. 1_L_1.5 _200 _02-18-2025/1216.png,15.236928240319436,2.378843172647846,-5.304697847388482,-3.3846823262511743,-1.2925460823970871,0.8613660069981206,-4.630614160600835,0.7743374758553356,-1.1445509769449214,-1.1490779379054743,10
No. 1_L_1.5 _200 _02-18-2025/1217.png,15.2279114597428,2.39002582330361,-5.291662862570886,-3.3676498283702347,-1.423757356141958,0.7066707788724758,-4.636680334571555,0.8129597651502172,-1.1498424166052732,-1.2659301956329585,10
No. 1_L_1.5 _200 _02-18-2025/1218.png,15.173678432725932,2.4032497765469323,-5.381394719869576,-3.160202866634516,-1.446651603165367,0.8743391045007298,-4.543452146721643,0.988682864704983,-1.0736379139446808,-1.3162055411262767,10
No. 1_L_1.5 _200 _02-18-2025/1219.png,15.221167226942692,2.4125531445849244,-5.383655392148505,-3.079130274433324,-1.4442622401288867,0.7558073406078343,-4.655403134032122,0.8600888589756979,-1.1204410673232286,-1.2092405682931602,10
No. 1_L_1.5 _200 _02-18-2025/1220.png,15.19383090862592,2.403053879214122,-5.384636067023647,-3.1017566723214123,-1.493327882161874,0.7940600649486482,-4.618619877810742,0.86842195114746,-1.073236917730954,-1.2710894207553949,10
No. 1_L_1.5 _200 _02-18-2025/1221.png,15.18330773406482,2.4040602711206525,-5.356446287512997,-3.2143539111663277,-1.539825318736832,0.7058281187920814,-4.7557748782052105,0.9572770031733217,-1.117066787819953,-1.3441219928918242,10
No. 1_L_1.5 _200 _02-18-2025/1222.png,15.18550589893544,2.428208745128563,-5.311803232865422,-3.1733070259889167,-1.546819890770883,0.8349108023996639,-4.590831813724394,0.989535052748148,-1.06379385260297,-1.292934875480214,10
No. 1_L_1.5 _200 _02-18-2025/1223.png,15.227842102160633,2.425478495497797,-5.21491199387171,-3.2573512296009643,-1.601282318555696,0.559683309667343,-4.657043560073436,0.7905537741877451,-1.2234769327661097,-1.2949835979246156,10
No. 1_L_1.5 _200 _02-18-2025/1224.png,15.195039977821864,2.3930449830356797,-5.409870781846973,-3.2788123139811494,-1.5163450677021642,0.7468459901705522,-4.515284453647029,0.7433274115370692,-1.0859837517430049,-1.2432788879429149,10
No. 1_L_1.5 _200 _02-18-2025/1225.png,15.24885675047845,2.436022748226522,-5.43615173870456,-3.1510136236532182,-1.5477229053423534,0.6721953579068112,-4.73962473228811,0.9829071095629488,-1.1142107842753568,-1.2576628587941352,10
No. 1_L_1.5 _200 _02-18-2025/1226.png,15.179960504211117,2.3857401546529573,-5.334225764345059,-3.2654516565515,-1.3304560381386112,0.7815201700432528,-4.700963045426201,0.8990617035495676,-1.0087444882326586,-1.2872528889865984,10
No. 1_L_1.5 _200 _02-18-2025/1227.png,15.269878481321562,2.3876868389901453,-5.204942720293211,-3.256608882517984,-1.3598308687529943,0.7620617515478108,-4.542017734660417,0.7923018566388302,-1.186576237566456,-1.2028992459852146,10
No. 1_L_1.5 _200 _02-18-2025/1228.png,15.223290146165294,2.364487152981914,-5.306065559110176,-3.230384210716128,-1.4600611737101143,0.918294946777766,-4.501620687042594,0.7935322959257389,-1.0636102355682324,-1.4094581013220644,10
No. 1_L_1.5 _200 _02-18-2025/1229.png,15.21499750467365,2.4347824882919884,-5.462744987758479,-3.196387416584573,-1.372038636051654,0.8176862116486712,-4.685338492207668,0.9563907279054088,-1.1489733549131584,-1.21606133764947,10
No. 1_L_1.5 _200 _02-18-2025/1230.png,15.230038268362769,2.4001185196436534,-5.245301012242045,-3.2383116381789936,-1.4615312087495491,0.8631257118969673,-4.558263914579969,0.7903922221770534,-1.116067058141485,-1.2771682767823247,10
No. 1_L_1.5 _200 _02-18-2025/1231.png,15.204870833384096,2.3772795655199577,-5.249922841508829,-3.361104216964591,-1.3936996587699353,0.8474558020414102,-4.675410577340221,0.8681781671144977,-1.0592594180101038,-1.3165753945811316,10
No. 1_L_1.5 _200 _02-18-2025/1232.png,15.249085917763662,2.3866200665803063,-5.256023331949754,-3.328388189127583,-1.348041156757743,0.9329492147362588,-4.388217991196742,0.6746471418306408,-1.0943803833744303,-1.2139823997325594,10
No. 1_L_1.5 _200 _02-18-2025/1233.png,15.187952051867644,2.414232993104904,-5.392638964081383,-3.160282425478972,-1.406621613769742,0.8454310028158964,-4.391492696201253,0.8832835123404292,-1.0558251077585925,-1.384554020284471,10
No. 1_L_1.5 _200 _02-18-2025/1234.png,15.185360663447357,2.416100970090556,-5.3347101649967525,-3.3121579932955068,-1.3280644920840643,0.821976397204871,-4.743175855512053,1.0343301592527476,-1.0862133092948103,-1.2743245696214136,10
No. 1_L_1.5 _200 _02-18-2025/1235.png,15.203952092133896,2.405393020029664,-5.36288060037137,-3.246965215847344,-1.3420696578861897,0.7864233500167215,-4.536712390233239,0.8895942993293007,-1.0478175999650583,-1.124767638371445,10
No. 1_L_1.5 _200 _02-18-2025/1236.png,15.240440518381178,2.4238035227247057,-5.410053575051835,-3.21750539036663,-1.3835935060448374,0.7477939165903917,-4.529304210515614,0.8510696598484424,-1.250179233004823,-1.041296835679103,10
No. 1_L_1.5 _200 _02-18-2025/1237.png,15.201435169552717,2.3731173155522374,-5.194403469432542,-3.266176261201002,-1.3017163470621185,0.7996105180789774,-4.524186590131228,0.7809335074216586,-1.028070823886547,-1.2440773763161503,10
No. 1_L_1.5 _200 _02-18-2025/1238.png,15.22075238863398,2.379970392031172,-5.174526747488156,-3.2778111615971794,-1.354424440588459,0.7274156264940634,-4.64538116977007,0.8518086665035289,-1.123809476532436,-1.2534370864007438,10
No. 1_L_1.5 _200 _02-18-2025/1239.png,15.163795687267918,2.4071711152050668,-5.285974175360278,-3.5343295285975898,-1.3609204495661604,0.8644562360002448,-4.514504861190032,0.8500395486600683,-1.0721846073282948,-1.3773429559729378,10
