,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
frame_0001.png,-5.745365043494542,1.2629468430142339,-0.3147922771137077,-0.6146405803034836,-1.8009532520825076,-0.31307160041602256,1.0337833381801174,0.4042816338399089,1.742193620359744,-0.5774929024840212,0.28623240275337203,0.1292460691962125,0.5648973418921829,0.14464754859967055,0.5767179444180468,-0.4793134556107456,-0.43089423165919993,0.24812790061769366,-0.4167221774970953,-0.06055516279405948,0.20523023406391339,1.0155378440885787,-0.4575231547257719,1.1284761735236621,1.1651974096933928,0.045667927636064976,0.8815654305442147,0.33188139742933975,-1.0261227599893399,0.3309141008385821,0.10911065379369678,-0.19437751278529447,-0.4232308005375698,0.35859845543897206,0.10774971008790912
frame_0002.png,-3.9485336397461506,-0.013400899038668257,-1.2429576175592212,0.10546050663224005,-3.2561319846085865,-0.4077659620389147,1.4941872310680226,0.6321465921877354,0.825416151418455,0.2721014014215297,0.9799112377647745,-0.4242819259492969,0.5771841412599376,0.3272303611643066,-0.040135377953930185,-0.562697987919659,0.4547927506406046,1.1006070947925304,0.039649126918814837,0.6879768167797642,0.5946315157074671,1.0883391557730784,0.5227793403616334,0.7565092631794474,1.074460698728219,0.6965320821609724,1.1167591030940027,0.10965892604899796,-0.556182567127899,0.4280288480780684,-0.32763536474826926,-0.6322411093958609,-1.5388352253210247,0.2433618815744063,0.32207064413826814
frame_0003.png,-5.728356560597437,0.18002772552667956,-0.8704912194723127,0.1648810090961832,-2.1079477205086983,-0.8111458673072591,1.306700963351469,-0.6459816090003634,1.310115133002692,-1.2081424064303543,-0.1346299717451127,0.21424109047324436,0.2698018502817176,0.4761303650580251,0.03686810597237766,-0.6821113761124041,-0.40401708702873185,-0.5535909573576886,-0.5266180560863907,-0.2945306495305795,0.2650690249744003,0.23496849399304764,-0.23404316956146176,0.7342942854180681,0.6336509754444897,0.1558481263509266,0.00046158494526782334,0.35637572448748855,-0.26368947161792544,-0.1651835725367647,-0.05650404003334941,0.27690692794664074,-0.06422759369350395,0.15743725494345662,0.3727584268020825
frame_0004.png,-5.715153213525644,0.39446058701950015,-0.6353149488831917,-0.014978552652472832,-2.384552810802684,-0.9202420087939194,1.3876658346699973,-0.7255788255205031,1.0418303816845222,-1.2403060955168326,0.10027749684102005,0.02952240540979023,-0.015272068351831869,0.2509269264505276,0.31981837101854893,-0.7052715083835359,-0.2707689233570101,-0.5153259530341288,-0.46103886372342284,-0.16267170156620314,-0.1423809467820063,-0.21721337355629622,-0.24532863140095218,0.26421658543826254,0.5510646714410024,-0.11814797879438,-0.21060047064983722,0.13223297919019394,-0.24022642391170734,0.045609670664457314,-0.06991446979012039,0.00336896621829208,0.10234163951286579,0.21246812189995157,0.3192890014390597
frame_0005.png,-5.833796865346464,0.5478959601746585,-0.5893953727330254,0.1755537347656695,-2.0939715053326102,-0.8221290497341407,1.3630751824249456,-0.6851768101433993,1.1919083732464628,-1.353841469015876,0.003917782570481698,0.25084879630186396,0.0910409115097712,0.15888077921083887,0.2900784731007735,-0.4412070773470883,-0.48001603619907107,-0.7557482741912397,-0.46013530829163596,-0.047174144337077006,-0.0227191054013427,-0.506394163294221,-0.11383252677266897,0.23791721757156026,0.46171358226697784,-0.04461514571869252,-0.11959451451357994,0.15210843037682853,-0.39012828621734386,0.11210697247766332,-0.0020256134993115182,0.024206853164189468,0.37046712749312105,0.31642249302711645,0.12531057686731006
frame_0006.png,-5.740025581782076,0.5313578544203796,-0.60847262480537,0.08537714444938382,-2.283388993716051,-0.931667354420743,1.3766027620291732,-0.6834339934693721,0.954536345127025,-1.1147123732767896,0.08783946355994932,0.27361713130538323,-0.015937906037181537,0.22287336267717706,0.38941634743609965,-0.39581175832416277,-0.3584328836823576,-0.5850703155297027,-0.3118836826561804,-0.025910395469505243,-0.21445172437991467,-0.4647121316146885,-0.0362796858373966,0.4497622063056257,0.5941342997602517,-0.157326997522646,-0.08797184833532823,-0.025073507063294365,-0.4467200755066081,0.17421643117784053,0.0859546471382262,-0.11768284516257488,0.22667357362841933,0.3888850211183039,0.19363204699954317
frame_0007.png,-5.875952649237475,0.07627952176708774,-0.635143151548414,-0.061391689343342826,-2.102458728970648,-0.9140556590233753,1.3533454791082518,-0.9341023465073577,1.0903912466057115,-1.1594243144576921,0.12163535760330557,0.37698638843979637,0.037501246333805555,0.08725644675102151,0.36170409987920893,-0.41293108607926166,-0.423434874922781,-0.6201817086053664,-0.3478685040041505,-0.008230275373383389,-0.2956017802917743,-0.37043201921828484,0.0435982496577938,0.2111106721918894,0.5252318593050871,-0.18298586183142673,-0.16681692418425254,-0.14324877141076175,-0.27364331150287136,0.19984140371420223,0.06635141904762643,-0.09763531096063183,0.24979560331198902,0.2886168441596375,0.12103307244062311
frame_0008.png,-5.824384788923155,0.33256084007892994,-0.5955479618740256,-0.1286967270177608,-2.2235852843680277,-0.9736825406933849,1.3606003901192345,-0.8048028700474146,0.9750834553003751,-1.0231839906653535,0.10571716726619318,0.26136469868834267,0.06384034747801345,0.1412424231455276,0.302125512023967,-0.40587279111590047,-0.3406585450290611,-0.4724059968398847,-0.289405545690788,0.01695902929388593,-0.3585590668187111,-0.5217204814448051,0.03830818445971751,0.19141772476878938,0.5485475889423255,-0.1265328886802357,-0.2606469121648458,-0.09805383192538031,-0.2890854268869347,0.14699530017164442,0.12282076210984805,-0.06608817543270984,0.16372211158845307,0.3147779368499868,0.08326809200282592
frame_0009.png,-5.940256378628223,0.24433041985614423,-0.5362626590681971,-0.14026817490538424,-2.3020196651060196,-0.7492612382546331,1.3513675570490173,-0.8836736393635904,1.0176352626487946,-1.0333206575781175,0.10951581273393529,0.10167573236275862,0.056344497199079246,0.23069909711844083,0.36202123010489284,-0.35563120046030344,-0.2163573383604489,-0.37311903007335834,-0.37704692917164984,-0.03409346734498131,-0.2980008883697538,-0.22609656183582505,-0.03726796398751597,0.27035102675339573,0.3203137503319096,-0.2041805571103208,-0.09178411153222799,-0.08892476756294165,-0.2621763171017486,0.08975508352514583,0.09577162322405242,0.06144477844774787,0.15849428281249445,0.2468284044607718,0.09556811610167926
frame_0010.png,-5.794536344983709,0.23692520055803712,-0.6379301765650771,-0.20555055753018214,-2.536792729221423,-0.8915907666760639,1.3579054152797392,-0.8115663227396146,1.1193323748355224,-1.0844239330595262,0.15216187071223342,0.08586703444911459,0.17020669607199324,0.24275959812014714,0.2984484635221394,-0.47629053331961546,-0.283789217880561,-0.2927986382762049,-0.25620925573188025,-0.08359555677039276,-0.3576157884703912,-0.2006098330651156,0.04046949132535271,0.30895987506782774,0.41195152349250935,-0.10819926942373748,-0.1967615713346702,-0.05756531371369089,-0.4210167234510349,0.22420619092315985,0.10174736638687021,0.004109587712131102,0.027120557233208054,0.23114191219986147,0.11341245827362878
