,0,1,2,3,4,5,6,7,8,9
No. 4_M_1.5 _200 _02-27-2025/4058.png,-1.2811339146474854,7.608291730670956,-3.0384920390016443,3.389472616246957,2.553046493150888,1.24560846788069,0.6457187047232382,-1.160478520186551,-2.1163294119711153,0.8844506907188268
No. 4_M_1.5 _200 _02-27-2025/4059.png,-1.222969576098544,7.515383634373896,-2.96761624976674,3.431313086227245,2.6198016203395325,1.2588224019285854,0.8704841890876562,-0.8794779038313036,-2.102161260893735,0.8584329844640846
No. 4_M_1.5 _200 _02-27-2025/4060.png,-1.358336070982082,7.540072833454081,-3.079234214241602,3.328030531456804,2.7836202655571047,1.2787948898648884,0.7082970268350892,-0.975304779397244,-1.9783417555830602,0.9120350140394895
No. 4_M_1.5 _200 _02-27-2025/4061.png,-1.2429437521333666,7.609700244335999,-3.0473029546748815,3.572027010936292,2.6609964428801387,1.3184284390714605,0.723797544401263,-0.9361810325544218,-2.1074431143021846,0.893103757966093
No. 4_M_1.5 _200 _02-27-2025/4062.png,-1.3733099282460186,7.760998642924866,-3.067550016383576,3.3702512608327897,2.8887734895802035,1.2824896259336964,0.6354189094592495,-1.1421492658831447,-2.0240835545173788,0.865466069017113
No. 4_M_1.5 _200 _02-27-2025/4063.png,-1.4580068975501144,7.63479146317694,-3.1258879785109617,3.3105649075011083,2.9483564248886402,1.331490672474803,0.500257994576,-1.0816796827466284,-1.814674400690459,0.9786441889810598
No. 4_M_1.5 _200 _02-27-2025/4064.png,-1.1667474842681553,7.560935767613975,-2.8581182635311624,3.343516135387423,2.577581593343062,1.301092824151913,0.7723038796273369,-1.0045328805381457,-2.1430806071820463,0.738076110107547
No. 4_M_1.5 _200 _02-27-2025/4065.png,-1.1510123527270997,7.648485997046887,-3.0098086673782376,3.459443757253924,2.6104157088581097,1.1980440548866063,0.7437364456061408,-1.0410200147303978,-2.100770616700146,0.8973768718698509
No. 4_M_1.5 _200 _02-27-2025/4066.png,-1.3011702593167502,7.701207402834488,-3.030939872963936,3.4302698916819754,2.6815500396500154,1.3523241341721195,0.6140824633504598,-1.0925487477012732,-2.090734444563008,0.7498491652858212
No. 4_M_1.5 _200 _02-27-2025/4067.png,-1.107990542086096,7.545095634154677,-2.9945453003650364,3.693054740598404,2.598719733210364,1.298994198091687,0.6260054939999902,-1.008800194822408,-2.2003153231261887,0.8120941465506397
No. 4_M_1.5 _200 _02-27-2025/4068.png,-1.3221754012598588,7.681997987701132,-2.9641855788070455,3.410337445949777,2.696913893880361,1.3569868249326453,0.6299488419312202,-1.024416085330941,-2.08030786984477,0.7890641691769287
No. 4_M_1.5 _200 _02-27-2025/4069.png,-1.2624714695350052,7.636028455488928,-2.8115878021268728,3.3042011927641273,2.610927994647462,1.4759245413182884,0.5142770355442394,-1.0965085705514692,-2.1978972233545244,0.985069957862724
No. 4_M_1.5 _200 _02-27-2025/4070.png,-1.2498510985872677,7.698824230028835,-3.0821307441124866,3.536411369843579,2.686798773939967,1.3744925061166708,0.7903088525476532,-0.7397851434353742,-2.0080538862197583,0.9221695172286029
No. 4_M_1.5 _200 _02-27-2025/4071.png,-1.4841555805250506,7.681037746017543,-2.969319298002217,3.377413993390185,2.798621369098501,1.3488888914582895,0.5619103899072928,-1.0939182224627206,-2.0764528234883093,0.8424931678095828
No. 4_M_1.5 _200 _02-27-2025/4072.png,-1.5277509351295997,7.536848941446667,-3.0953189953556457,3.367637694581939,2.71043951217251,1.4176562001831354,0.7910046905626826,-0.8063587427726828,-2.0198525112508223,0.889701309138657
No. 4_M_1.5 _200 _02-27-2025/4073.png,-1.275671585550632,7.572669057375682,-3.0443181888934205,3.513830104594863,2.810345194244419,1.453974467723833,0.7307978969405937,-0.9163626739933006,-2.093282327706051,0.7980492077639192
No. 4_M_1.5 _200 _02-27-2025/4074.png,-1.3638274603495946,7.652265998219292,-3.0559079991312554,3.355832737345146,2.594286196280266,1.472729056657546,0.6822319068976357,-0.9403842627327732,-2.1321438155242225,0.9252056566880076
No. 4_M_1.5 _200 _02-27-2025/4075.png,-1.0360872274722857,7.5757858125927555,-3.037146941847789,3.3662457197517774,2.5558621659100176,1.3346400554926796,0.6830413861192157,-1.0230881563774528,-2.188016422757835,0.9012774318116317
No. 4_M_1.5 _200 _02-27-2025/4076.png,-1.0817991125249442,7.667733923650784,-3.049764283144711,3.3931122781096157,2.529286040534097,1.2575042182867509,0.6834808260082909,-1.065952239293006,-2.0499041234469395,0.9337416478674405
No. 4_M_1.5 _200 _02-27-2025/4077.png,-1.2782634572963572,7.568885172821867,-2.9332645957297068,3.5624076400010978,2.5826217351291243,1.3186402727825066,0.8547479506794899,-0.9526369070255285,-2.052350381907993,0.7695083109467347
No. 4_M_1.5 _200 _02-27-2025/4078.png,-1.2998497467587962,7.58282027188749,-2.797073065875553,3.4825596066477065,2.724824919287797,1.4165990607009467,0.7733720199660681,-0.948938175102926,-1.9726779815752253,0.6442985690310552
No. 4_M_1.5 _200 _02-27-2025/4079.png,-1.4424876234841957,7.636297896218409,-3.000947957417816,3.411746696876776,2.7052547157356255,1.4428082500182584,0.6009095704998795,-0.8411973502132053,-2.066662994153736,0.7595762094681473
No. 4_M_1.5 _200 _02-27-2025/4080.png,-1.3720261391069588,7.731796535542085,-3.111013200453124,3.500722313385804,2.8252184099303745,1.1688602476524426,0.6413612476889424,-1.079753866095654,-2.0778638359295485,0.8903528768381892
No. 4_M_1.5 _200 _02-27-2025/4081.png,-1.2409906950583958,7.549656241749252,-2.915903642397339,3.4163799834667454,2.6380614418709802,1.1911824731911635,0.7458775330579173,-0.978251947670894,-2.1348402504954196,0.7551854069077852
No. 4_M_1.5 _200 _02-27-2025/4082.png,-1.315158252517132,7.4698050622070795,-2.8919175406736795,3.494070861852194,2.6672687772360204,1.321489268762504,0.6986123455349287,-0.967328076311814,-2.104376108809359,0.8582231488485745
No. 4_M_1.5 _200 _02-27-2025/4083.png,-1.3365063288711037,7.578802617646918,-2.8718056374989374,3.342735341719168,2.782637502097689,1.3252003374094223,0.5478508179260551,-1.0263785399868492,-2.0908159183447514,0.7674690143435865
No. 4_M_1.5 _200 _02-27-2025/4084.png,-1.1439746885192834,7.651886169952363,-2.8736335998940508,3.446284036580522,2.500986717083974,1.2495327059084347,0.648149102428475,-0.9805185559230472,-2.1563417809962555,0.854189787227464
No. 4_M_1.5 _200 _02-27-2025/4085.png,-1.2819333254435845,7.630616114019443,-3.0024849188447877,3.590079159742949,2.448682266875486,1.2673059024179776,0.7027443981216885,-0.9349496384559739,-2.3171649562456462,0.9385117859277936
No. 4_M_1.5 _200 _02-27-2025/4086.png,-1.119084670444499,7.448485220922578,-2.9756431263945604,3.46242214950777,2.290230671298449,1.348382675674738,0.7453231938717495,-0.9562240764957153,-2.2827357370074814,0.801753741353894
No. 4_M_1.5 _200 _02-27-2025/4087.png,-1.3449951555430726,7.553255941606745,-3.0747208896849294,3.388224038488721,2.496493246949732,1.3682995370192903,0.7690958783228801,-1.0114899628412148,-2.196764195050295,0.8802372472623996
No. 4_M_1.5 _200 _02-27-2025/4088.png,-1.1616306246838288,7.573508019743114,-3.057312065662197,3.3839725637682037,2.5062851652878972,1.343041019494144,0.6635588949316584,-1.0763847884507554,-2.0939604881032823,0.9174588490327706
No. 4_M_1.5 _200 _02-27-2025/4089.png,-1.335144993585378,7.720222869719519,-3.1361055963091644,3.411030255960588,2.6867696662656804,1.4280428539380092,0.6797420512529289,-0.9318126911529871,-2.18838575696432,0.8424782194072331
No. 4_M_1.5 _200 _02-27-2025/4090.png,-1.3409288940370985,7.596922326180119,-3.055619252225693,3.3724881323986633,2.6628174096909945,1.3839746667348547,0.754998442091773,-0.9282240199039293,-2.0841726608108244,0.8913976552882246
No. 4_M_1.5 _200 _02-27-2025/4091.png,-1.1796798036729035,7.6504033392011,-2.835802296013812,3.5807847880920285,2.423783468152022,1.337389521930048,0.7324749936074584,-1.0463196521804594,-2.1119282200595517,0.8966730105438327
No. 4_M_1.5 _200 _02-27-2025/4092.png,-1.4936061350188892,7.692132601090524,-2.8119544421282523,3.4887891887244944,2.6190914185104797,1.5537079973295103,0.646302662250175,-1.006456172425228,-2.1872330284893025,0.8786110067716808
No. 4_M_1.5 _200 _02-27-2025/4093.png,-1.2827605223866234,7.596888606399817,-3.005859666181559,3.5403129675390232,2.649528708008695,1.3876378079518514,0.7730688113709574,-0.8301528286233255,-2.000675235013726,0.7699932009983805
No. 4_M_1.5 _200 _02-27-2025/4094.png,-1.4122842974252023,7.588479083023751,-3.0632905316925605,3.2501805816483813,2.8497070197084717,1.2376413225408496,0.695282331658529,-1.0784297749113207,-2.0293225909641146,0.9333610486724173
No. 4_M_1.5 _200 _02-27-2025/4095.png,-1.3695895816347265,7.650502280977193,-2.9951760507678777,3.3334820563736844,2.7256538053970236,1.3403792928281262,0.7365392942934208,-1.0135756088516645,-2.073304072075386,0.915421637820502
No. 4_M_1.5 _200 _02-27-2025/4096.png,-1.3947739218879072,7.592265173307279,-2.8799606598869296,3.312762506057881,2.785314927160394,1.3382655267137857,0.6189435872557782,-1.0852916081344306,-1.9780628635829915,0.844924194424522
No. 4_M_1.5 _200 _02-27-2025/4097.png,-1.250616766902663,7.668481186928348,-3.0198306375102266,3.3633256926671766,2.6926189400242615,1.263033013256678,0.6807483803523728,-1.0280045309804908,-2.1077751516072762,0.8368705413626034
No. 4_M_1.5 _200 _02-27-2025/4098.png,-1.2848491125224744,7.6358376443176805,-3.0361587454892867,3.3917625757592695,2.7053306867565574,1.3462869635972523,0.6535230561207325,-1.1096375009912336,-2.042818004197497,0.9184919634607565
No. 4_M_1.5 _200 _02-27-2025/4099.png,-1.2644411256296522,7.5878774228413945,-2.9323505396606055,3.2928344977890713,2.5427006227313402,1.4768363625427017,0.7478485936346364,-0.9498321902403406,-2.17699707210683,0.7765990965447007
No. 4_M_1.5 _200 _02-27-2025/4100.png,-1.3686573617395696,7.764713119839817,-3.0445572065339253,3.3881034946783952,2.7913044064997328,1.273081368349359,0.5592890132276342,-1.0995663856520963,-2.0688052831568573,0.9263736009786485
No. 4_M_1.5 _200 _02-27-2025/4101.png,-1.206743526939995,7.558586184071913,-2.8132897821788845,3.3228294586288545,2.4141648782128042,1.318776530783731,0.7434669320618599,-1.0807542744140388,-2.1928076861586137,0.7785771065645721
No. 4_M_1.5 _200 _02-27-2025/4102.png,-1.3573130120868333,7.641894950247398,-3.022333025970502,3.3542633807830136,2.652219262073355,1.446596080035882,0.68690897568002,-1.0122241847285807,-2.0765699305288825,0.8039105771205732
No. 4_M_1.5 _200 _02-27-2025/4103.png,-1.1045524917867002,7.702681647775114,-2.946536855174152,3.4993188622059606,2.49037345884846,1.2431238665717141,0.8062102422845707,-0.9946314236107385,-2.057975699913432,0.7238623101899351
No. 4_M_1.5 _200 _02-27-2025/4104.png,-1.2966911467382065,7.7433756291444364,-2.953097892390881,3.505221934446938,2.7924089351103265,1.3248506604349903,0.6304287741483112,-0.9358988196206761,-2.10902503346127,0.8326777871882141
No. 4_M_1.5 _200 _02-27-2025/4105.png,-1.3737211344337474,7.701409465905417,-2.9252454293133443,3.453903418765565,2.480616793382521,1.3209256194709869,0.7346950604675855,-0.8809431325802528,-2.1447375038018794,0.8039329605594756
No. 4_M_1.5 _200 _02-27-2025/4106.png,-1.2500567077293612,7.559465878418399,-2.9611274622678465,3.6116721097982953,2.4291246654586804,1.2939635077990865,0.7562886689520256,-0.8882102214376548,-2.1486963014233194,0.9174019463092908
No. 4_M_1.5 _200 _02-27-2025/4107.png,-1.371896138684277,7.656778421548353,-2.888267846247233,3.377479248255055,2.8776533501304944,1.3159828572980632,0.7124500042131077,-0.9450655494690476,-2.0551791279216713,0.6580518024872695
No. 4_M_1.5 _200 _02-27-2025/4108.png,-1.2831147078607978,7.641132486932282,-3.0954246202025146,3.560416696237791,2.672774150129714,1.3409649230780363,0.7813998757355118,-0.9959403440634658,-2.105305669002389,0.8412803055058133
No. 4_M_1.5 _200 _02-27-2025/4109.png,-1.3324135210306336,7.631271587662075,-2.9440562117723683,3.4919478194270965,2.71160576871906,1.4167876495307712,0.6832242198073837,-0.8751066634727795,-2.108679520290946,0.8073778662599032
No. 4_M_1.5 _200 _02-27-2025/4110.png,-1.377045388898452,7.657488504729809,-3.055840608816501,3.4269042756392434,2.77075609506767,1.3457312833948643,0.5830976830429779,-1.065592783418186,-2.2522868272665173,1.0516824417376491
No. 4_M_1.5 _200 _02-27-2025/4111.png,-1.3682544779867643,7.68844440422585,-2.9389233936667285,3.4866465944132923,2.690135204018415,1.2764854757388977,0.6940636248077472,-1.0042484629468147,-2.0523233891364008,0.8649506646793648
No. 4_M_1.5 _200 _02-27-2025/4112.png,-1.3124243432196385,7.602379224507452,-3.173704482408427,3.3285631977854298,2.7525697740318953,1.3296340016802035,0.7122358080371534,-1.070669903657631,-2.1193081633832334,0.8794494281527663
No. 4_M_1.5 _200 _02-27-2025/4113.png,-1.223089732240389,7.691302860284269,-2.922530042262167,3.4960778757098225,2.5079261215239796,1.3818478733224269,0.7058739880833629,-0.9790280608998305,-2.103669783063771,0.9886107919822247
No. 4_M_1.5 _200 _02-27-2025/4114.png,-1.5169880724820164,7.5503521017121855,-3.033474600676408,3.326608468239117,2.5023772523016143,1.3270707055023947,0.675652886379154,-1.075554438872432,-2.131110274102812,0.848183075161129
No. 4_M_1.5 _200 _02-27-2025/4115.png,-1.1578228256101113,7.7137980836936,-3.023833117518656,3.4967405975569577,2.6946833890810726,1.310577895804864,0.7684457409646281,-0.9577146706276407,-2.140043135191487,0.8557634692816714
No. 4_M_1.5 _200 _02-27-2025/4116.png,-1.3940747478043,7.653128150304031,-3.0409231530753704,3.4015438106319973,2.9150816971563933,1.287858879408192,0.6412062402103402,-0.9465697554305343,-1.9091532773002464,0.8299262753221242
No. 4_M_1.5 _200 _02-27-2025/4117.png,-1.398420875016992,7.659277158850744,-2.92360642042655,3.491016653519333,2.599561992143303,1.5458637471500603,0.6629957402305131,-0.9066852015708253,-2.136659811517413,0.9746871621176756
No. 4_M_1.5 _200 _02-27-2025/4118.png,-1.1930609417910238,7.697141426050505,-2.856860798829114,3.423033636963151,2.5038405574773073,1.3385787916663747,0.6747187452371093,-1.028195555727427,-2.213265628229707,0.8205447156053922
No. 4_M_1.5 _200 _02-27-2025/4119.png,-1.402035022640903,7.658830854141609,-3.0130871473174494,3.5181985516213583,2.733506097162669,1.4027631535733298,0.6908126504808725,-0.9738584706407263,-2.105141587195262,0.9454659332624193
No. 4_M_1.5 _200 _02-27-2025/4120.png,-1.2494147722522362,7.679464744824141,-2.8434763428848626,3.5032173706426235,2.5424368193036804,1.3832071573218259,0.7813057984967404,-0.8349682581085398,-2.2287882349726846,0.7854581439678596
No. 4_M_1.5 _200 _02-27-2025/4121.png,-1.3520788333342297,7.649359507132466,-2.871972716493719,3.4901624553287522,2.577109782015582,1.3186874725764812,0.7917896936989692,-1.036287002297903,-2.134458775246431,0.8786000939877376
No. 4_M_1.5 _200 _02-27-2025/4122.png,-1.2724029660842717,7.538630645988372,-2.9012769074931732,3.376589094179419,2.6970744343642856,1.2660784671857512,0.7210431140308768,-1.0678176205058874,-2.140062855668818,0.7593983661767267
No. 4_M_1.5 _200 _02-27-2025/4123.png,-1.4336214336406092,7.675205321430655,-2.9200832253867137,3.342079233425835,2.591072782484348,1.307609829541852,0.7121720850534063,-0.9929892367257027,-2.0323681774589923,0.9280152822612577
No. 4_M_1.5 _200 _02-27-2025/4124.png,-1.3744537832046673,7.5893937505993225,-2.926956883587179,3.382476929883758,2.484584519021081,1.358770392818959,0.6676170958181933,-1.0754075546469384,-2.088205159406794,0.8861532203436506
No. 4_M_1.5 _200 _02-27-2025/4125.png,-1.2497665197739396,7.710263788956446,-2.945090979241943,3.554149219871425,2.6599415242506192,1.1744972434803311,0.6391912328882504,-0.9782503204548494,-2.0665735663606952,0.8807461923088646
No. 4_M_1.5 _200 _02-27-2025/4126.png,-1.1351385738069437,7.718261663300547,-2.9644868198852627,3.627951237047812,2.4563484501767103,1.3500965722175757,0.7079803564391397,-0.9268214202089062,-2.0900186114298736,0.8298303160682274
No. 4_M_1.5 _200 _02-27-2025/4127.png,-1.2475881466071543,7.700409648452554,-2.7856165736472978,3.3367573763717147,2.605672114879216,1.3995533683848715,0.6854581233817646,-1.0035112555707064,-2.1602404835769775,0.7971257050941731
No. 4_M_1.5 _200 _02-27-2025/4128.png,-1.1390922952640024,7.760733889009611,-2.789849224972686,3.514613451874684,2.4251704347693037,1.3100359343873245,0.7786658438945047,-1.0090159966520753,-2.1709373406597514,0.8832420622300012
No. 4_M_1.5 _200 _02-27-2025/4129.png,-1.3358150624698464,7.6903605828963535,-3.12137954895333,3.4456922524394944,2.6176851290963548,1.297207045809992,0.6634023379625889,-1.054803680425998,-2.1171568867868205,0.9467894486274857
No. 4_M_1.5 _200 _02-27-2025/4130.png,-1.2823742977684773,7.627847240730725,-3.0562767159782744,3.448762760533384,2.6121346669650287,1.1308147167273241,0.8430265324846775,-0.9846552274907516,-2.0950112724071364,0.7904846920087922
No. 4_M_1.5 _200 _02-27-2025/4131.png,-1.155050560089225,7.666744244497417,-3.1081217067507882,3.4285933924050696,2.5641044452380903,1.261735385336849,0.7374559503041778,-1.1849073289750018,-2.163699231172556,0.9205662932043297
No. 4_M_1.5 _200 _02-27-2025/4132.png,-1.3378344231700208,7.624622547740193,-2.8477705378241147,3.5203890851225026,2.4058777106360116,1.3838124564959542,0.659449457219309,-0.9371369416627777,-2.03444150232517,0.88767480278034
No. 4_M_1.5 _200 _02-27-2025/4133.png,-1.2616160744265308,7.49147680195294,-2.947823361572917,3.4321735405694422,2.69172691654915,1.2248669315344025,0.6763769672557112,-1.0489211630178437,-2.155529410952366,0.784741968557936
No. 4_M_1.5 _200 _02-27-2025/4134.png,-1.3670698283744471,7.62094480974101,-2.94089780964379,3.5419675772154733,2.487020879132131,1.3124925295277614,0.7615328664635801,-0.9020806949076201,-2.109856910597239,1.021221637293102
No. 4_M_1.5 _200 _02-27-2025/4135.png,-1.2685075214123298,7.652013809816468,-2.9679043715021507,3.6582995621268832,2.544301999278402,1.3438810968074724,0.8225530501736484,-0.9334947278576102,-2.1195386616106155,0.8495793866924974
No. 4_M_1.5 _200 _02-27-2025/4136.png,-1.335791964263274,7.728299039775727,-2.7863716283996656,3.508276848042236,2.5502783566528615,1.3775169238372853,0.6378321936724276,-1.0484537964350729,-2.071394272038929,0.854652022543132
No. 4_M_1.5 _200 _02-27-2025/4137.png,-1.2699803037769994,7.598960216970832,-2.910105593983044,3.5002566375081656,2.6747659994786246,1.3023805000785278,0.6460869719471646,-0.9548616666570728,-2.0590162645159342,0.8446460842093262
No. 4_M_1.5 _200 _02-27-2025/4138.png,-1.4146208955066157,7.744783123969166,-2.9105335703063773,3.5419080626820296,2.685025903738966,1.3373094310849258,0.6446330098484543,-0.9303623474218385,-2.058299851636469,0.8904436312983486
No. 4_M_1.5 _200 _02-27-2025/4139.png,-1.1156478973860535,7.790271171429993,-2.9356459902940486,3.613935237690457,2.4061799223740548,1.4308574104043639,0.8111478628525601,-0.9731845900018161,-2.245730221599602,0.8167685017200577
No. 4_M_1.5 _200 _02-27-2025/4140.png,-1.1171977647995197,7.612425923092408,-2.905834352358262,3.4708109459408814,2.568957777272244,1.3112011306366056,0.6493567668975728,-0.884557114858513,-2.0625124887979185,0.8509267003091465
No. 4_M_1.5 _200 _02-27-2025/4141.png,-1.1654130792201887,7.6537128509185735,-2.7451801355237997,3.4464562262264025,2.518479118789812,1.4594372291076145,0.6676534209939324,-1.0061082974467483,-2.2066866432368997,0.7993091546426396
No. 4_M_1.5 _200 _02-27-2025/4142.png,-1.5106734275714482,7.6473186304362795,-2.8809284799848545,3.316823886289603,2.8383545738562947,1.4774842939624366,0.7281772715185899,-0.853387136203672,-1.9725407388636238,0.815577253510225
No. 4_M_1.5 _200 _02-27-2025/4143.png,-1.2655113627699093,7.614710055794484,-3.0721099117614195,3.373568740998456,2.782019352360797,1.3112415290903932,0.7654609077202712,-1.00315288905316,-1.9768677110242028,0.8434525384208151
No. 4_M_1.5 _200 _02-27-2025/4144.png,-1.413015206081763,7.718047389575704,-3.2424232801148634,3.5359345785630634,2.634491535899672,1.3169818569872827,0.6314769612480144,-0.9964378320175626,-2.0921741338055098,0.9394325401338386
No. 4_M_1.5 _200 _02-27-2025/4145.png,-1.3108121481322286,7.695531781257859,-2.8134070064040806,3.455054533734609,2.885012938623028,1.404384943867679,0.7313658024983525,-0.9303921507989088,-1.9984212995297195,0.8652578640838962
No. 4_M_1.5 _200 _02-27-2025/4146.png,-1.3841541442504814,7.795630551008337,-2.9970756793079776,3.3421701768950403,2.838550126093793,1.3501887078164239,0.5437916891269723,-1.0384194768725985,-1.987423385499848,0.8175832128374307
No. 4_M_1.5 _200 _02-27-2025/4147.png,-1.2932704438962617,7.554791543445216,-2.8043367762639395,3.3812860964522766,2.4819248833911196,1.408731742666578,0.6586970056363902,-0.9793911328236575,-2.2730499382197946,0.8899228998783806
No. 4_M_1.5 _200 _02-27-2025/4148.png,-1.3602560902385514,7.624992074698834,-3.0565824462374316,3.563102690392336,2.745286006256927,1.3668517275687484,0.612475369660191,-1.0491916581301979,-2.1288892484865647,0.7515896944134037
No. 4_M_1.5 _200 _02-27-2025/4149.png,-1.3646232301845007,7.713741181793555,-2.9962417008400415,3.328466959919126,2.709411195686197,1.3908776683069983,0.6943852046804957,-1.1216365591612512,-2.1882223219899926,0.9119664514242785
No. 4_M_1.5 _200 _02-27-2025/4150.png,-1.457747387518701,7.716347611717927,-2.845143436064898,3.460305014568174,2.6415209508941833,1.407344586105975,0.5423121004731719,-1.0984340938109947,-2.15813019106937,0.8479443429427396
No. 4_M_1.5 _200 _02-27-2025/4151.png,-0.9784689922347338,7.555817063061552,-2.8155812066561374,3.586424535560317,2.3930548143502994,1.2010925766217349,0.8354515782779648,-0.9454811115347024,-2.165096754359565,0.847653227099141
No. 4_M_1.5 _200 _02-27-2025/4152.png,-1.2131878593936332,7.621035446846527,-3.041730925047112,3.3500861012330407,2.653308337835619,1.1358129799784105,0.7521739517900494,-1.2673078249250116,-2.167921078141795,0.9136353425351005
No. 4_M_1.5 _200 _02-27-2025/4153.png,-1.403781998549456,7.6763764984917575,-2.998425613222045,3.4507836333827537,2.563479008550147,1.317252693723582,0.67785518934716,-1.219472708514588,-2.075448086725542,0.9428133430793584
No. 4_M_1.5 _200 _02-27-2025/4154.png,-1.1336785305991448,7.607721871849842,-2.9847123516477865,3.4065448628269497,2.5140020597304016,1.3572754022077764,0.7797658874569671,-1.1304491964642711,-2.152645000073604,0.9044635682940849
No. 4_M_1.5 _200 _02-27-2025/4155.png,-1.2622685237724758,7.657137391959985,-2.9369166664970834,3.3753978053284825,2.6207095170174686,1.3748242747910004,0.6365250575394668,-1.1251704355987338,-2.1149015846357724,0.8376083848050144
No. 4_M_1.5 _200 _02-27-2025/4156.png,-1.2451556739693261,7.667140741970622,-3.0232267954953684,3.4459414201589382,2.545779271844844,1.2941164264155431,0.6588352564873483,-1.1338465388921186,-2.143748884394479,0.88759873177206
No. 4_M_1.5 _200 _02-27-2025/4157.png,-1.4390235333859085,7.686480092959686,-2.886337748856155,3.466558855580036,2.5807932249277,1.3937620403438893,0.7021209956981549,-0.9376111441734221,-2.0801242037688628,0.7991807414698422
No. 4_M_1.5 _200 _02-27-2025/4158.png,-1.237909750705935,7.745887652523685,-2.8345402802794677,3.581777849862261,2.7655541220625732,1.3760625670331499,0.7411846618087468,-1.0977162669798757,-2.0186789354174204,0.7257036689731078
No. 4_M_1.5 _200 _02-27-2025/4159.png,-1.5072654258186056,7.779577800638572,-2.970591447531069,3.495251878867302,2.8152100802240607,1.3475385465897571,0.6720025443795068,-0.9722337672846564,-2.045675507294728,0.8235948863359979
No. 4_M_1.5 _200 _02-27-2025/4160.png,-1.1894806338923063,7.651216125602991,-2.8704878325773695,3.2481220378472155,2.744730394348488,1.2358846673990844,0.6366529829355192,-1.211241797141498,-2.043815984413805,0.8819726966635506
No. 4_M_1.5 _200 _02-27-2025/4161.png,-1.4165190567649377,7.614456966130067,-3.0044356819952895,3.393372644745696,2.743609801500271,1.3090456046162724,0.5658189748073864,-1.0588501917800306,-2.04262162562467,0.8693021337859235
No. 4_M_1.5 _200 _02-27-2025/4162.png,-1.2973191125985943,7.747415813630907,-3.075059018377491,3.5555375627069417,2.67189068102126,1.3920701790109695,0.7579496185289354,-0.9347644889132729,-2.071051212050109,0.8202209808245509
No. 4_M_1.5 _200 _02-27-2025/4163.png,-1.2408564593027531,7.692004941317583,-2.8698099078174106,3.499245028017379,2.665362558456219,1.4181333452581977,0.7507934354175161,-0.9945828553811262,-1.9934411905155673,0.7367394404008025
No. 4_M_1.5 _200 _02-27-2025/4164.png,-1.3013032776855358,7.582677140393809,-2.9499569449289567,3.353528072932818,2.5520415934890286,1.4286498614638545,0.6305191842783667,-1.0587471497605039,-2.1321964565839,0.715512252025285
No. 4_M_1.5 _200 _02-27-2025/4165.png,-1.3857569933802036,7.703908847564978,-2.960216379782251,3.510154489972095,2.574262108079754,1.4815032423573764,0.6022915470091199,-0.9894029353658018,-2.1956891371211897,0.8764894325246844
No. 4_M_1.5 _200 _02-27-2025/4166.png,-1.2502712246504073,7.691630014351658,-2.9495379960887274,3.5660175011525403,2.5023047390384967,1.4975805740160744,0.6815004650752927,-0.9548922613832813,-1.9902087740163708,0.8932951011919621
No. 4_M_1.5 _200 _02-27-2025/4167.png,-1.4224916938674363,7.585529772686238,-2.9850351468611294,3.3105459898693983,2.4157361615109925,1.4065745408467483,0.6542664773401489,-0.9405942471256621,-2.06446553801647,0.8068558786528786
No. 4_M_1.5 _200 _02-27-2025/4168.png,-1.2877096885805797,7.673828360810514,-2.9729360128756017,3.4747151007747608,2.670175602800836,1.3880104464776886,0.6853402280720007,-1.011957658316291,-2.1056406879930476,0.8208379794146157
No. 4_M_1.5 _200 _02-27-2025/4169.png,-1.4821871989012179,7.617706055669247,-2.9839342323072664,3.5194587928967476,2.855675922437871,1.4059277604155223,0.6278642992542997,-0.8735319437880502,-2.1635956757514077,0.8810498743044133
No. 4_M_1.5 _200 _02-27-2025/4170.png,-1.1481308997561426,7.524331858961071,-2.9485733604677353,3.552276195518848,2.6304409497322228,1.2577206532653444,0.6451898763908797,-1.140568997665743,-2.1743799120196927,0.8666835966991591
No. 4_M_1.5 _200 _02-27-2025/4171.png,-1.2298107014609236,7.607068684277838,-2.944807985082285,3.452236320428552,2.361440837769411,1.3961662385270723,0.7493510064558302,-1.0256399755166568,-2.101019223901833,0.8356650683655134
No. 4_M_1.5 _200 _02-27-2025/4172.png,-1.4391019352568177,7.667967536361493,-2.95235194233887,3.5315543074937157,2.8265486885065507,1.3192448438604223,0.6974294559227651,-1.0067044830847012,-2.0129798447693785,0.8193953430229333
No. 4_M_1.5 _200 _02-27-2025/4173.png,-1.3590373192835727,7.594613790812039,-2.957262730456291,3.4460355101089846,2.5742372589505913,1.3440141671224546,0.632100349454856,-1.0325723861186757,-2.126486417121784,0.8446478697398203
No. 4_M_1.5 _200 _02-27-2025/4174.png,-1.2436665584762494,7.641062631821425,-2.932890847870267,3.418710613070173,2.6547797266452315,1.3980889454263958,0.6863442674558997,-0.9804492542533172,-2.2524695636764074,0.6976084654798558
No. 4_M_1.5 _200 _02-27-2025/4175.png,-1.1573962056218683,7.803668301217478,-2.940567625316744,3.530541109170901,2.6806808655350984,1.2052051193499094,0.7996664246363507,-1.0648286096628912,-2.08814108419615,0.8435705077662772
No. 4_M_1.5 _200 _02-27-2025/4176.png,-1.4968013654224617,7.749237023016057,-3.1649682795084395,3.3687515778300376,2.9204193535727474,1.2746074789131838,0.5973092435108218,-1.0504638359522067,-1.9645012375972783,0.9418339505859517
