,0,1,2,3,4,5,6,7,8,9
No. 1_L_1.5 _200 _02-18-2025/8865.png,8.986823501440025,-0.23791402785828275,-7.518985020870106,-1.5286627813321614,-3.672122171512991,2.3019465393167073,3.292408444901293,5.000181979682662,3.896620445795815,-0.3993486448623367
No. 1_L_1.5 _200 _02-18-2025/8866.png,9.207135468286335,-0.4269986921242248,-7.535094794092812,-1.6732980311275014,-3.462457262875113,2.1655611545453577,3.296639513229846,5.054978158334366,3.9297920794594416,-0.49811498591793857
No. 1_L_1.5 _200 _02-18-2025/8867.png,9.010347067047562,-0.39418145635964974,-7.48468323889381,-1.7119198437628613,-3.359210683088197,2.082662305508252,3.05258079608876,4.827030678258723,4.132298173556456,-0.5717915906762241
No. 1_L_1.5 _200 _02-18-2025/8868.png,7.3953264553192515,0.12615651619221913,-6.674077329975832,-2.269182718263303,-3.960768282771951,2.133679832059577,2.8025371456792425,4.452935388912472,3.7981012272261356,-0.3409277848835175
No. 1_L_1.5 _200 _02-18-2025/8869.png,8.321229382007498,0.3186859077870956,-7.0131393514753935,-0.759923190240329,-3.32393725891304,2.5035258650701935,3.4542846071531703,5.023739999522469,3.693496995362075,-1.135141868396631
No. 1_L_1.5 _200 _02-18-2025/8870.png,8.16250706620269,0.40804092293462535,-7.004041779396529,-0.869184340436707,-2.782347798083211,1.9269639345193696,3.338444944703322,4.87616450302704,3.7936288150724877,-0.9780784913629033
No. 1_L_1.5 _200 _02-18-2025/8871.png,7.9346957764382084,0.4286455863071348,-7.0744853653916895,-0.5587896854246974,-2.38151176420508,1.6946383615829537,3.0876367225161516,5.4056353353656235,3.5631839803554053,-0.8278743758307954
No. 2_L_1.5 _200 _02-19-2025/0001.png,-3.240570784327441,1.4528422334111109,1.2675841974321926,-4.687505594377413,-2.500751232373099,0.778751169027927,-2.691503279439089,0.36966363255824675,-0.7676405830034276,-1.418085513611103
No. 2_L_1.5 _200 _02-19-2025/0002.png,-3.137384507596484,1.3704326967127938,1.3734713865183394,-4.756114572814992,-2.5976877809490753,0.413518734110522,-2.874529079256928,0.1270765989944307,-0.6644136208100198,-1.1552571139877958
No. 2_L_1.5 _200 _02-19-2025/0003.png,-2.905819667883784,1.5124895646392116,1.3520978487107733,-4.395207881143222,-2.366075466156991,0.3997496593618215,-2.7739147587904074,0.29791992691191016,-0.7622883654894037,-1.3207571031272916
No. 2_L_1.5 _200 _02-19-2025/0004.png,-3.0255475788086104,1.5392227131972513,1.3203169440593179,-4.513084459083231,-2.5852273065168903,0.25836208716971987,-2.99861523065435,0.3658135671749525,-0.9468241391177641,-1.2967248838154366
No. 2_L_1.5 _200 _02-19-2025/0005.png,-2.789694664660491,1.5340455453967983,1.0364653651389801,-4.395658567809318,-2.4315263281705737,0.41129181068734466,-3.0145177584041356,0.4243213674046773,-1.0278451973302734,-1.2633358658045033
No. 2_L_1.5 _200 _02-19-2025/0006.png,-2.907893693011121,1.4280316678699692,1.000158890869141,-4.472396859942176,-2.603302470061504,0.38998389212896845,-3.244865823482935,0.43518976340717686,-1.0858136763618125,-1.2065787150945173
No. 2_L_1.5 _200 _02-19-2025/0007.png,-2.8928388397375677,1.5588142006460943,1.130957882573469,-4.231664376030796,-2.4549257227571917,0.1825718475806446,-3.123509859952753,0.5077905922068418,-0.8765731205466716,-1.0885606840114055
No. 2_L_1.5 _200 _02-19-2025/0008.png,-3.0276191088035294,1.4129532090199102,0.8709347616911352,-4.068295930761311,-2.4153597562521134,0.3007307688405212,-3.090532510855462,0.5055249446744758,-1.2012836949980337,-1.0985180190585204
No. 2_L_1.5 _200 _02-19-2025/0009.png,-3.1452240370104123,1.5026239213647925,0.8544856765265632,-4.045746188278546,-2.555616241263708,0.2667031424270694,-3.2447891712461168,0.5250480847910648,-1.1425957882697169,-0.9565462924125492
No. 2_L_1.5 _200 _02-19-2025/0010.png,-3.034156212013671,1.5499986865649982,0.9647891614158244,-4.210642715191062,-2.647862510113296,0.2511662736403468,-3.274344815142794,0.5660646066116435,-1.1832754394947755,-1.0316622403252258
No. 2_L_1.5 _200 _02-19-2025/0011.png,-3.1127181082798145,1.525758527885703,1.0252785511259077,-4.26988570679541,-2.821837972898797,0.31125024791341316,-3.376804907726058,0.6681817241187265,-1.087555376309387,-1.0837395860150094
No. 2_L_1.5 _200 _02-19-2025/0012.png,-3.0900480783399606,1.5866630413141354,0.9681413675157788,-3.9411360303429195,-2.831184498157334,0.2788443408051928,-3.2912189387300907,0.694459734789179,-1.1377655781513798,-1.1583193234526532
No. 2_L_1.5 _200 _02-19-2025/0013.png,-3.1408692870470416,1.5451627755974586,0.8308114324948956,-4.219750691032092,-2.9072640954443156,0.34405267723393296,-3.2460020901846662,0.5727984183172108,-1.240074316705986,-1.0120894011661825
No. 2_L_1.5 _200 _02-19-2025/0014.png,-3.116891992185705,1.6138529314194439,0.9327119114795934,-4.235755059038553,-3.0179479464406804,0.480098448130613,-3.2622522390435855,0.5567371515608768,-1.2021586735096694,-1.049331904491773
No. 2_L_1.5 _200 _02-19-2025/0015.png,-3.2496374676012296,1.501514693867544,1.0106529650191334,-4.040962835069964,-2.9199088766360553,0.402893281700726,-3.253590007495201,0.6079432693451077,-1.0430679467613555,-1.1617689131594413
No. 2_L_1.5 _200 _02-19-2025/0016.png,-3.2906470712072196,1.6883314671821035,0.954635225519171,-3.94660980903964,-2.7293294609352468,0.3530153411766066,-3.3379320833304336,0.6784179231506791,-1.134316712334278,-1.036788482101993
No. 2_L_1.5 _200 _02-19-2025/0017.png,-3.052704576028595,1.5706810291652986,0.8617124021726035,-4.024620272300056,-2.989235056944333,0.2839286508802128,-3.2282703511840527,0.6430202080284886,-1.2142488435260448,-0.9741568790991475
No. 2_L_1.5 _200 _02-19-2025/0018.png,-3.0933551959010677,1.5719235639277225,0.9892597167231028,-4.224679158871638,-2.9496053736918504,0.2948493051256267,-3.3063134794619278,0.6197789850788658,-1.154622606143629,-1.0164833576692422
No. 2_L_1.5 _200 _02-19-2025/0019.png,-3.155715316878002,1.6160341737802413,0.6634782093019549,-4.06883995776079,-2.9080031181186548,0.3290744100776952,-3.2762247879528013,0.6921268410208494,-1.2678978156729281,-1.0420939515360192
No. 2_L_1.5 _200 _02-19-2025/0020.png,-2.927562648974379,1.5490351506857731,0.9384514936568866,-4.061094795818904,-2.84182837915561,0.23269252394759077,-3.295637313027974,0.6267733461432003,-1.1883191641205306,-1.0305427864087835
No. 2_L_1.5 _200 _02-19-2025/0021.png,-2.995857535224946,1.6003205589906904,0.851852938145905,-4.263290732155185,-2.7998264868715252,0.23824090281520993,-3.259923281556819,0.6567288614317421,-1.2584405284942137,-0.9897139255533798
No. 2_L_1.5 _200 _02-19-2025/0022.png,-2.9420594879161754,1.5037352108722195,0.8646612738306008,-4.195313654280758,-2.857513394110916,0.13104970018233741,-3.3217804424718853,0.5430350829607118,-1.289783083161019,-1.0218950626894046
No. 2_L_1.5 _200 _02-19-2025/0023.png,-3.0493065563806336,1.4664570640597874,0.7863873355447737,-4.143930271661162,-2.855359395359383,0.21373409828168155,-3.35637289094839,0.6266674131644407,-1.2198375253756304,-1.0727247036103518
No. 2_L_1.5 _200 _02-19-2025/0024.png,-3.017221972585882,1.6273027764694679,0.8959227161678402,-4.1216739784053935,-2.755525211458892,0.30394823293248097,-3.2775293764148907,0.6128512758583398,-1.170971366795712,-1.063220900866226
No. 2_L_1.5 _200 _02-19-2025/0025.png,-2.963322263480374,1.537506903395882,0.8356152520031124,-4.274708301931559,-2.7493108227450542,0.31370628956014146,-3.286709861759646,0.5238515119331089,-1.208040505703439,-1.111062316126866
No. 2_L_1.5 _200 _02-19-2025/0026.png,-3.1376762440301746,1.5881091922518962,0.9027116116133591,-4.201302188490926,-2.939194438765575,0.4233552253634456,-3.251642306781344,0.6363818636393903,-1.2751181968727374,-1.097487414335586
No. 2_L_1.5 _200 _02-19-2025/0027.png,-3.021670743231967,1.7022393371193156,0.7507256734090042,-4.231714408231477,-2.904486911980961,0.38242600485371847,-3.403134662385369,0.5156800030028288,-1.381272619708698,-0.9967120263878209
No. 2_L_1.5 _200 _02-19-2025/0028.png,-2.976938125288008,1.4340684902126786,0.866222351785007,-4.188739659210256,-2.863828261245382,0.38681616490057946,-3.364784512984984,0.524199388314381,-1.2336747850306404,-1.0852872366486719
No. 2_L_1.5 _200 _02-19-2025/0029.png,-3.069036671579415,1.4621103145848908,0.7080050624690273,-4.103496526783359,-2.869151249884624,0.22315624754422414,-3.332245071499459,0.48932182096129573,-1.2534834376118542,-1.1048425824753854
No. 2_L_1.5 _200 _02-19-2025/0030.png,-3.000609930756691,1.56546051399697,0.868601865626859,-4.169498742872676,-2.8538847791311643,0.2490013037945782,-3.3100970937659997,0.5758665513576036,-1.2188646117885555,-1.1056451992074456
No. 2_L_1.5 _200 _02-19-2025/0031.png,-3.0891565266002523,1.514276707926263,0.9666085810429355,-4.120472917312739,-2.890359529288317,0.28480022705143204,-3.310385823675512,0.593826372461983,-1.1915218064226114,-1.1648705377781328
No. 2_L_1.5 _200 _02-19-2025/0032.png,-3.1743374965679223,1.5783639924695225,0.8775631210638686,-4.01934379967234,-2.8344987799080497,0.3063360892694944,-3.3040529625271393,0.690194430892964,-1.23433904862317,-1.1508916828162357
No. 2_L_1.5 _200 _02-19-2025/0033.png,-2.9836248781722494,1.5262314993069936,0.8333801850736826,-4.2509983061590795,-2.828244980854841,0.3380522757147788,-3.4055698726871757,0.5111884935853217,-1.2045847147923328,-1.1218845957532895
No. 2_L_1.5 _200 _02-19-2025/0034.png,-3.234733781160034,1.5500739281061526,0.8811864324377154,-4.141794660534925,-2.903940265214089,0.28304950810407314,-3.3346822348448177,0.657228358352488,-1.238596210893405,-1.05747327391969
No. 2_L_1.5 _200 _02-19-2025/0035.png,-3.0907738964876588,1.5919846874563772,0.7687350349947231,-4.0899312682320135,-2.945601265312589,0.3586053095766908,-3.368055114714872,0.5128349139350172,-1.232315639721165,-1.1481112840747123
No. 2_L_1.5 _200 _02-19-2025/0036.png,-3.0376411910176664,1.5345065472644104,0.8080493916359224,-4.104308500354183,-2.753324875671376,0.3217748992160314,-3.3287586182016584,0.5827245244407946,-1.2657582913523415,-1.07476338599631
No. 2_L_1.5 _200 _02-19-2025/0037.png,-3.0415805431508582,1.5210097783132268,0.775817868488538,-4.123487203647022,-2.9109572049384123,0.20715019452983396,-3.328303544748974,0.574581679304293,-1.2554042553441869,-1.046631653393451
No. 2_L_1.5 _200 _02-19-2025/0038.png,-3.0256255089893784,1.5770010194669357,0.821311151334525,-4.122857324117276,-2.895828266070447,0.3197299857279696,-3.1993439704013635,0.5057785034358542,-1.2725005768832982,-1.0130991971868286
No. 2_L_1.5 _200 _02-19-2025/0039.png,-2.9583451224249107,1.5081560062486297,0.8162360575834171,-4.115271707940078,-2.9860862300235502,0.3700220854482654,-3.292911038610863,0.5579894355916339,-1.312672075257108,-1.074961369708276
No. 2_L_1.5 _200 _02-19-2025/0040.png,-3.05381528366291,1.5946029523131806,0.882552936786702,-4.06187292416558,-2.713334061181406,0.35379206915770167,-3.24589130776831,0.6579191785644412,-1.1476231429878287,-1.0982878888393603
No. 2_L_1.5 _200 _02-19-2025/0041.png,-2.967232036130177,1.6852266158141846,0.8165974557773712,-4.106573253728884,-2.9134837894802676,0.34514788420081954,-3.1671493477018724,0.6624019208613365,-1.172666997085032,-1.013558583155418
No. 2_L_1.5 _200 _02-19-2025/0042.png,-2.9921554880210977,1.5304580504318335,0.8793897313516048,-4.021418779697363,-2.6157963517441964,0.11123538921838749,-3.4023417505832776,0.5968841619605527,-1.2189225547437117,-1.125906924065729
No. 2_L_1.5 _200 _02-19-2025/0043.png,-2.973555504056245,1.5920292410815164,0.8065020858605738,-4.253231680379397,-2.819036515238633,0.29868495659627614,-3.2731523631498396,0.5715243509947028,-1.200899477761696,-1.070006230164401
No. 2_L_1.5 _200 _02-19-2025/0044.png,-2.894476005515135,1.484802210688529,0.7990344626247268,-4.154580700564791,-3.051927631765085,0.17114690733628057,-3.3247385001339658,0.5848577482607586,-1.3007272739135087,-1.0365233190380532
No. 2_L_1.5 _200 _02-19-2025/0045.png,-3.0322206187146747,1.5140846059301163,0.8490847588924364,-4.3160191205555325,-2.933743303951579,0.2868360011356841,-3.1413475887510325,0.5397792309882261,-1.2821104637865448,-1.1829305198570146
No. 2_L_1.5 _200 _02-19-2025/0046.png,-3.1429038660224995,1.4889908464624688,0.869547239672487,-4.022394991538505,-2.9315776243616845,0.38006875451734734,-3.298683449959454,0.686963468576999,-1.252014031071733,-1.145123453156192
No. 2_L_1.5 _200 _02-19-2025/0047.png,-3.0684339425939102,1.4508486757904733,0.7404465255575854,-4.314183815196758,-2.9925795404542623,0.3669209434404128,-3.193329530081213,0.49947151037100035,-1.2995852486565191,-1.0397738241440582
No. 2_L_1.5 _200 _02-19-2025/0048.png,-2.9229896376725932,1.433181390425798,0.8902341481586973,-4.248097115199894,-2.8692470352227866,0.1422830954083527,-3.401369104117614,0.5682261490883231,-1.1946805661056994,-0.9592011835111709
No. 2_L_1.5 _200 _02-19-2025/0049.png,-3.0952292612614425,1.4815236265088392,0.9341239339899712,-4.07679082011985,-2.857115866717726,0.14902540961343957,-3.3730118873727553,0.5167530395575293,-1.2569048578426079,-1.099087127520796
No. 2_L_1.5 _200 _02-19-2025/0050.png,-3.0529551760174396,1.655756369515105,0.870389731724984,-4.178513717956838,-3.0929034410701868,0.38518150623976366,-3.2146270736724483,0.7528918083546063,-1.3162992068313917,-0.9875375591754394
No. 2_L_1.5 _200 _02-19-2025/0051.png,-3.0226624101990787,1.559203184181173,0.8708199174959592,-4.239270626094763,-2.945917395763179,0.2376204362428882,-3.3785671514969025,0.526711979172914,-1.258083929777319,-1.0746270879295823
No. 2_L_1.5 _200 _02-19-2025/0052.png,-3.064939779836674,1.6862755791738673,0.7800118296120626,-4.046651017075709,-2.9817774284962355,0.2759703884135809,-3.3231872213473723,0.5578854578059662,-1.285262276349304,-1.0240574571706484
No. 2_L_1.5 _200 _02-19-2025/0053.png,-2.9225997559821337,1.6237800276368706,0.7375532165352805,-4.143674371713384,-2.895785339201256,0.27998101155740995,-3.2576216836665552,0.551939478812205,-1.361209449591002,-1.0858655197707225
No. 2_L_1.5 _200 _02-19-2025/0054.png,-3.0496798247018138,1.6677605527007953,0.7157852754531149,-4.119778937407961,-2.9001146589743816,0.4249352912519835,-3.4137481365005287,0.5053568552227974,-1.3412192422800293,-1.0845594355241626
No. 2_L_1.5 _200 _02-19-2025/0055.png,-2.937876195410804,1.5208674294608402,0.7228849301935742,-4.134098761503633,-2.7788574571744618,0.19962676612684094,-3.3904452379391032,0.5463982460402139,-1.2664492022374632,-1.1328678073600411
No. 2_L_1.5 _200 _02-19-2025/0056.png,-3.3145188751909815,1.6150300155605777,0.892791019374938,-4.0488009779844045,-2.8821717630344534,0.4263145861512707,-3.1979295518170825,0.5982635109575103,-1.2705068031589468,-1.1927915375170528
No. 2_L_1.5 _200 _02-19-2025/0057.png,-2.940143330730315,1.5346115168199406,0.8057168144148754,-4.06202730967521,-2.792827578449875,0.17457677090629575,-3.2912040202067936,0.5337102406892846,-1.2723076666704098,-1.0947158951522167
No. 2_L_1.5 _200 _02-19-2025/0058.png,-2.987740770298494,1.5657346798191458,0.9240215227981139,-4.084597556787619,-2.961685923333072,0.2404278547491958,-3.341653983368261,0.5497851526541844,-1.2823426238729725,-1.1795004564339089
No. 2_L_1.5 _200 _02-19-2025/0059.png,-2.9881111321088127,1.5030588422463842,0.7168944475619323,-4.112905453704464,-2.9142289115191553,0.2673381928321805,-3.3240467474454793,0.5421621964478085,-1.2991060313201392,-1.0717930091947876
No. 2_L_1.5 _200 _02-19-2025/0060.png,-2.9292143283534493,1.661494976232699,0.7180975628277295,-4.180416731590963,-2.9727489637867577,0.45446206977368986,-3.1155688805485946,0.6051686993452039,-1.3332833000979647,-1.0302986625833506
No. 2_L_1.5 _200 _02-19-2025/0061.png,-2.8535270074890535,1.595075724488019,0.7700913580494113,-4.1874872287883775,-2.8857230874965443,0.1981664510129595,-3.2672541092168217,0.5305896375881582,-1.285687927844979,-1.0669543799128856
No. 2_L_1.5 _200 _02-19-2025/0062.png,-3.0593734077693595,1.7632212919772194,0.7619492668849155,-4.160823083385905,-2.8407564959219163,0.35683730415209647,-3.1731750253974558,0.659098997659199,-1.3697079419965974,-0.9316092846816111
No. 2_L_1.5 _200 _02-19-2025/0063.png,-3.09108170359859,1.7774273384944124,0.7285729384182851,-4.043194873985451,-2.6005523313815204,0.32636152448298583,-3.2124091843823046,0.5170562912119054,-1.1619305067629775,-1.0766034907380804
No. 2_L_1.5 _200 _02-19-2025/0064.png,-3.0436401239257744,1.4620752743555654,0.6922251346945618,-4.568375955114652,-2.68998257114245,0.3859715304046376,-3.3774187408795395,0.40098216109306417,-1.2835049363579885,-1.1019286496830705
No. 2_L_1.5 _200 _02-19-2025/0065.png,-2.857687767859221,1.4105608132189282,0.6008628445510062,-4.422182334880505,-2.6448318118464225,0.24318054432298952,-3.4142550988225717,0.5021253548247193,-1.165317169053363,-1.1359926940687273
No. 2_L_1.5 _200 _02-19-2025/0066.png,-2.917992525166129,1.4420182399493353,0.7524624939500626,-4.334291249842107,-2.699493676487626,0.16471304438818235,-3.34122421028366,0.536282814482111,-1.115889623850365,-1.1241440146132002
No. 2_L_1.5 _200 _02-19-2025/0067.png,-2.9488358783749895,1.509658061526276,0.7504227491159678,-4.402429882872597,-2.7802601783023237,0.3936114771578567,-3.310799223631258,0.610863121135174,-1.1902317444894488,-1.0629219825958942
No. 2_L_1.5 _200 _02-19-2025/0068.png,-2.9474918109140322,1.517010282799512,0.7658005193466675,-4.1961771128842855,-2.7620270535801708,0.18219681109314534,-3.29770306783131,0.5582299187061492,-1.1493523354777,-1.0900414795250573
No. 2_L_1.5 _200 _02-19-2025/0069.png,-3.192058691511212,1.708146744789703,0.9027615626168259,-4.1332340416656095,-2.8332241799446325,0.406432575342365,-3.3124995637662322,0.4750492629214502,-1.2197976868869638,-1.0070516934467793
No. 2_L_1.5 _200 _02-19-2025/0070.png,-2.9949337499359405,1.5170001738201946,1.010682714399504,-4.0752251985707515,-2.7681512999138804,0.3021398865044751,-3.1703681831377946,0.714405310842813,-1.2101012270264022,-1.1021033342758613
No. 2_L_1.5 _200 _02-19-2025/0071.png,-3.0069770910908256,1.5512904565912962,0.7617551123585873,-4.233520353909752,-2.8145859089841045,0.4178915305780664,-3.42137013730292,0.4337174446001706,-1.2269043335138796,-0.9134460634938422
No. 2_L_1.5 _200 _02-19-2025/0072.png,-3.0903252770523437,1.4422800962096254,0.7398452047291748,-4.2924682302101695,-3.0943500859209165,0.4412488733497226,-3.2820944702983175,0.5890455368990333,-1.24428300201082,-1.0316404931977194
No. 2_L_1.5 _200 _02-19-2025/0073.png,-3.0915156656255913,1.5704518436226933,0.6850358730540851,-4.552550620891803,-2.8786171364524935,0.4484753109273387,-3.4243365692808427,0.38565711943782244,-1.4099682145857988,-1.0019776435003664
No. 2_L_1.5 _200 _02-19-2025/0074.png,-2.868175000030691,1.5458536634933162,0.7525389073138786,-4.558934978583057,-3.0607417083379054,0.44993196444445305,-3.395645380269328,0.2809825498283569,-1.3872230699392831,-0.8571776417992321
No. 2_L_1.5 _200 _02-19-2025/0075.png,-3.069569191168406,1.3943569494959103,0.809879614744716,-4.5423559091287515,-2.994586850305986,0.5035805346699163,-3.3352836550459477,0.4753918423554593,-1.3110187313663821,-1.034745487830325
No. 2_L_1.5 _200 _02-19-2025/0076.png,-3.1141053471232834,1.36000872462562,0.8598588082074663,-4.519544053298606,-2.9040629220324843,0.647524697362043,-3.172958653508019,0.44158363492993136,-1.3454100183832687,-0.9911233284665628
No. 2_L_1.5 _200 _02-19-2025/0077.png,-2.7653168014825793,1.4816240792964281,1.0461426746526552,-4.412830110017985,-2.794159462091154,0.4056373163537583,-3.1798302917178147,0.5664702586109254,-1.2061084043287396,-0.9471081893462112
No. 2_L_1.5 _200 _02-19-2025/0078.png,-2.89283683691572,1.220094288673477,1.1064976395914439,-4.388191259403348,-2.803679301976047,0.5645854558202807,-2.9740229985320448,0.672132259946097,-0.9539558056815205,-1.1172798288782522
No. 2_L_1.5 _200 _02-19-2025/0079.png,-3.0568724153204334,1.524698460608423,1.077235825777663,-4.203835029791011,-2.8314753827159014,0.5277395812339685,-3.148227797038747,0.7256125853354574,-1.0766326302109486,-1.1279498144246403
No. 2_L_1.5 _200 _02-19-2025/0080.png,-2.892961082275738,1.4409042298573784,0.9101240303569007,-4.536113356615483,-2.828022694865242,0.2964876965574228,-3.2981521774126605,0.45931983966805756,-1.163547242801376,-0.9948508235191573
No. 2_L_1.5 _200 _02-19-2025/0081.png,-2.7770628448910335,1.4089530986719743,0.8637150687389354,-4.646681494191107,-2.798087557413193,0.36110918855997776,-3.303178392141824,0.43596783010930906,-1.0802557831335797,-1.122388237383209
No. 2_L_1.5 _200 _02-19-2025/0082.png,-2.9102365150870178,1.5643033666593555,1.0045729071405471,-4.320533510908644,-2.7753331763533775,0.29994386134826767,-3.169777437492298,0.6714812694788215,-1.181928205504309,-1.0352194938491128
No. 2_L_1.5 _200 _02-19-2025/0083.png,-2.9470243934252363,1.4113695623759548,0.7765243934358175,-4.327420169778078,-2.8058307423215685,0.3523594408204951,-3.193781531127002,0.7439867378890783,-1.182325754590716,-1.0762034657463118
No. 2_L_1.5 _200 _02-19-2025/0084.png,-2.816193322809612,1.5433842799808788,0.85139321316354,-4.155153872517552,-2.8124264697667853,0.2326325748409599,-3.0682740259343917,0.8237922755247293,-1.1879279446997228,-0.9336465504705216
No. 2_L_1.5 _200 _02-19-2025/0085.png,-2.996763950870437,1.4426461741308432,0.7916867389458151,-4.3863608007007056,-2.623396709253172,0.22734416261171875,-3.425030226877591,0.5947925851503264,-1.0673409809660128,-1.1138794296414747
No. 2_L_1.5 _200 _02-19-2025/0086.png,-3.0301643520632187,1.6280727957142245,0.8071076779716595,-4.067966962065963,-2.5736567891512867,0.22298881623671685,-3.20494136652049,0.7787843574144562,-1.0330467829929242,-1.1323597775392442
No. 2_L_1.5 _200 _02-19-2025/0087.png,-2.93744842026648,1.480178681181979,0.9135391214808752,-4.220843789328391,-2.53442200422503,0.38452471700620405,-3.0809303429154915,0.7584274005686176,-1.1495827354478736,-0.9854282393992326
No. 2_L_1.5 _200 _02-19-2025/0088.png,-2.997464760428004,1.5077186569590153,0.8781023650238318,-4.277528402449122,-2.4968061986460603,0.2916767963085678,-3.287563932184337,0.6292770153829004,-1.066184966604715,-1.173267463971238
No. 2_L_1.5 _200 _02-19-2025/0089.png,-2.866764523021309,1.3320212195996008,1.0560528266115305,-4.044176893116971,-2.601776169517111,0.2940583381224289,-3.2202003198954343,0.9783991564413697,-0.9030940700895964,-1.2078720352091774
No. 2_L_1.5 _200 _02-19-2025/0090.png,-3.3195140093568467,1.5221124936499202,1.0024928939733666,-4.00277911788724,-2.334920654591308,0.17604142127309386,-3.247999609914355,0.970845691559755,-0.7482791063654741,-1.200254958906919
No. 2_L_1.5 _200 _02-19-2025/0091.png,-3.0431596215183916,1.4378261060167938,0.9027094212310125,-4.128677432815352,-2.404098930312276,0.09495645457821444,-3.2589691421765123,0.7354460652824013,-0.9211199707649567,-1.1621903149332558
No. 2_L_1.5 _200 _02-19-2025/0092.png,-2.777880273025972,1.4962088586915072,0.9113593397123712,-4.132036907794491,-2.820750457893515,0.3376225522574141,-3.1139817031711785,0.743829098173153,-1.1689639712221556,-0.9928745682077351
No. 2_L_1.5 _200 _02-19-2025/0093.png,-3.0039269786236122,1.4452332022350385,0.8794663901078383,-4.535316625740474,-2.851815415708766,0.37366673062240663,-3.307457975588706,0.3317115575509533,-1.2593554144977823,-1.073636164487565
No. 2_L_1.5 _200 _02-19-2025/0094.png,-3.081331144305932,1.5031653214555938,0.9490458424655763,-4.1762465246996445,-2.94759421747882,0.47453837000581744,-3.3408347557711977,0.5729970084932088,-1.2149455345376026,-1.1920912140967657
No. 2_L_1.5 _200 _02-19-2025/0095.png,-3.019615694523936,1.5907167293292965,0.98272906109292,-4.277006838209042,-2.832284480225907,0.4121756439080939,-3.218267786534272,0.5508205897577216,-1.1771991784904634,-1.1676880427647527
No. 2_L_1.5 _200 _02-19-2025/0096.png,-2.9700392096116257,1.463977182748408,0.7814935590091086,-4.428111049678918,-2.969854018548125,0.37484686527327904,-3.3796596710364395,0.4798142957772651,-1.2063614095194632,-1.1349718222178051
No. 2_L_1.5 _200 _02-19-2025/0097.png,-2.864845355325633,1.486565207437016,0.9079697892291403,-4.277230257209536,-2.8811816304761817,0.461803023644626,-3.2847177903459692,0.5894320774887767,-1.2498047586761898,-1.0431518437279763
No. 2_L_1.5 _200 _02-19-2025/0098.png,-3.015564849315388,1.6303786518278547,0.8638347561277477,-4.339011495916378,-2.834859225287343,0.5037011040630115,-3.3798165769857973,0.34585940109319324,-1.2941499251157855,-1.1014579744966833
No. 2_L_1.5 _200 _02-19-2025/0099.png,-3.033890489834416,1.461904553337231,0.8330929257701118,-4.153986501079656,-2.866379226017329,0.3884200482767395,-3.349319061207444,0.531397639547631,-1.2000161636963942,-1.0468841049526594
No. 2_L_1.5 _200 _02-19-2025/0100.png,-3.1225751509380846,1.5413626142764711,0.9830496487933154,-4.155181254720982,-2.774517312874391,0.4656153055898611,-3.228619914825415,0.7095318109180893,-1.1325550286900776,-1.155299753951982
No. 2_L_1.5 _200 _02-19-2025/0101.png,-2.9911511115858946,1.5024531741527916,0.7452132547909152,-4.457448415193236,-2.9242824550701783,0.22805119281577957,-3.349801362476105,0.3593973241931909,-1.2101980439369588,-0.975075138638831
No. 2_L_1.5 _200 _02-19-2025/0102.png,-3.0577551131264284,1.5969870332365317,0.8714628677236291,-4.257958257737028,-2.976936442928062,0.37045306226604735,-3.3131241873793815,0.5016477176578897,-1.26561343428061,-1.0608672044070437
No. 2_L_1.5 _200 _02-19-2025/0103.png,-3.020529142591598,1.45009321365075,0.9630050152934668,-4.364131042396875,-2.891523649177272,0.27767423655097145,-3.3043336847569664,0.32710460439625244,-1.267815216703865,-1.0532779175634683
No. 2_L_1.5 _200 _02-19-2025/0104.png,-2.8651068271203473,1.637252923027627,0.7956202936188799,-4.263523093890019,-2.712471788411078,0.189373783830876,-3.4664004705893943,0.3601582317250509,-1.1244693182381968,-1.0511111180338517
No. 2_L_1.5 _200 _02-19-2025/0105.png,-2.9177083267686488,1.5115201756507732,0.8516659855086726,-4.248575866942794,-2.8642929607027505,0.43838736472902573,-3.194225109316754,0.5484010622966329,-1.3139378770918684,-1.1830063520239649
No. 2_L_1.5 _200 _02-19-2025/0106.png,-3.2288135695820337,1.7075517035595484,0.8484395146152242,-4.174357602189911,-2.811479952901617,0.3640974016906422,-3.4878647934533284,0.4788344298955405,-1.1573026729746176,-0.9627156777134958
No. 2_L_1.5 _200 _02-19-2025/0107.png,-3.051905896878578,1.5572284197068997,0.9503357938356078,-4.318355787406578,-2.9434555661672364,0.5127825777490389,-3.2816587054978763,0.5765802018356778,-1.2284615166451942,-1.0779854773107607
No. 2_L_1.5 _200 _02-19-2025/0108.png,-3.023672685725016,1.6269653534871518,0.9388147533717213,-4.169667621811296,-2.9795214513812813,0.31416569950441486,-3.3600106152129867,0.5751377347534001,-1.3106294133760936,-1.101720981421352
No. 2_L_1.5 _200 _02-19-2025/0109.png,-2.9483726440592486,1.6181307776905276,0.7733441018072327,-4.255706163856482,-2.8204504392100396,0.2805222833925183,-3.399110841971898,0.4555644315968719,-1.234651931785548,-1.0130308808961566
No. 2_L_1.5 _200 _02-19-2025/0110.png,-2.9821511239769958,1.5568305719545168,0.8985845519074438,-4.381982509625228,-2.8418771575920414,0.41128003423817683,-3.4003485043439903,0.559723578439475,-1.28088151102897,-1.0468347583618236
